iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore
0,0.000432,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], [1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]]","[4109, 1510]",0.048483,0.048916,0.461538
1,0.035048,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]]",[345],0.045101,0.080150,0.529412
2,0.035371,"[[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]]",[1880],0.045201,0.080572,1.000000
3,0.035851,"[[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]]",[1278],0.052010,0.087861,1.000000
4,0.037030,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]]",[3321],0.047021,0.084051,1.000000
5,0.036142,"[[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]]",[190],0.052177,0.088319,1.000000
6,0.036668,"[[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]]",[3253],0.049747,0.086414,1.000000
7,0.039010,"[[0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[3822],0.055657,0.094667,1.000000
8,0.036999,"[[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2075],0.057145,0.094144,1.000000
9,0.037282,"[[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]]",[2559],0.056847,0.094129,1.000000
10,0.042579,"[[0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]]",[961],0.061654,0.104233,1.000000
11,0.037068,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2044],0.063740,0.100808,1.000000
12,0.037079,"[[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",[173],0.073660,0.110739,1.000000
13,0.042913,"[[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]]",[5090],0.070094,0.113007,1.000000
14,0.037806,"[[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]]",[4654],0.071918,0.109724,1.000000
15,0.037662,"[[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]]",[5089],0.074431,0.112093,1.000000
16,0.045120,"[[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]]",[5306],0.080200,0.125320,1.000000
17,0.040502,"[[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]]",[2270],0.083874,0.124375,1.000000
18,0.038191,"[[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]]",[3398],0.095818,0.134009,1.000000
19,0.038165,"[[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]]",[4783],0.088427,0.126592,1.000000
20,0.040062,"[[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]]",[89],0.091355,0.131417,1.000000
21,0.039659,"[[0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]]",[1262],0.101668,0.141327,1.000000
22,0.038457,"[[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]]",[4742],0.102352,0.140809,1.000000
23,0.038669,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[3830],0.110127,0.148796,1.000000
24,0.038713,"[[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]]",[4330],0.107531,0.146244,1.000000
