iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore,tsm
0,0.001869,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], [1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]]","[4126, 2870]",0.064275,0.066144,0.030483,0.000000
1,0.001111,"[[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]]",[3269],0.013995,0.015106,0.257143,0.000000
2,0.003055,"[[0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2068],0.014732,0.017787,0.529412,0.000000
3,0.000574,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[4090],0.001296,0.001870,1.000000,0.000000
4,0.000546,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[4127],0.001617,0.002163,1.000000,0.000000
5,0.000552,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4096],0.001687,0.002239,1.000000,1.000000
6,0.003301,"[[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]]",[4734],0.001485,0.004785,1.000000,1.000000
7,0.003053,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2040],0.001421,0.004474,1.000000,1.000000
8,0.003350,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2078],0.001979,0.005329,1.000000,1.000000
9,0.002754,"[[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2077],0.001022,0.003776,1.000000,1.000000
10,0.004444,"[[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0]]",[2063],0.001778,0.006222,1.000000,1.000000
11,0.003120,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[3831],0.001094,0.004215,1.000000,1.000000
12,0.003324,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[4100],0.001178,0.004502,1.000000,1.000000
13,0.003397,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4129],0.001234,0.004631,1.000000,1.000000
14,0.003760,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[4123],0.001260,0.005020,1.000000,1.000000
15,0.003841,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2042],0.001236,0.005078,1.000000,1.000000
16,0.003945,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[4122],0.001563,0.005508,1.000000,1.000000
17,0.003982,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4101],0.001982,0.005963,1.000000,1.000000
18,0.004069,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[4107],0.001267,0.005336,1.000000,1.000000
19,0.003844,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[4103],0.001313,0.005157,1.000000,1.000000
20,0.004138,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4128],0.001401,0.005538,1.000000,1.000000
21,0.006388,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4109],0.001521,0.007908,1.000000,1.000000
22,0.004760,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4125],0.001577,0.006337,1.000000,1.000000
23,0.003865,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4116],0.001686,0.005551,1.000000,1.000000
24,0.003948,"[[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0]]",[2064],0.001290,0.005237,1.000000,1.000000
25,0.003879,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4108],0.001448,0.005327,1.000000,1.000000
26,0.003719,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4121],0.001405,0.005124,1.000000,1.000000
27,0.004663,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4105],0.003073,0.007736,1.000000,1.000000
28,0.003764,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4124],0.001399,0.005163,1.000000,1.000000
29,0.003680,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4097],0.001443,0.005124,1.000000,1.000000
30,0.003555,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4120],0.001957,0.005512,1.000000,1.000000
31,0.003840,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4102],0.001416,0.005255,1.000000,1.000000
32,0.003923,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4104],0.001437,0.005359,1.000000,1.000000
33,0.003894,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4117],0.001414,0.005308,1.000000,1.000000
34,0.003865,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4106],0.001548,0.005412,1.000000,1.000000
35,0.004200,"[[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2079],0.001277,0.005477,1.000000,1.000000
36,0.003708,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2080],0.001291,0.004999,1.000000,1.000000
37,0.004466,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2044],0.001634,0.006099,1.000000,1.000000
38,0.003810,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2061],0.001454,0.005265,1.000000,1.000000
39,0.004043,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2062],0.002847,0.006890,1.000000,1.000000
40,0.003625,"[[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2045],0.001552,0.005177,1.000000,1.000000
41,0.003807,"[[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2046],0.001413,0.005220,1.000000,1.000000
42,0.003739,"[[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2047],0.001280,0.005019,1.000000,1.000000
43,0.004508,"[[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2048],0.003242,0.007751,1.000000,1.000000
44,0.003789,"[[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]]",[962],0.001300,0.005089,1.000000,1.000000
45,0.004010,"[[0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]]",[961],0.001405,0.005416,1.000000,1.000000
46,0.003814,"[[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]]",[89],0.001215,0.005029,1.000000,1.000000
47,0.004441,"[[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]]",[966],0.001378,0.005819,1.000000,1.000000
48,0.003790,"[[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]]",[192],0.001628,0.005418,1.000000,1.000000
49,0.003933,"[[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]]",[259],0.001640,0.005574,1.000000,1.000000
50,0.003811,"[[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]]",[191],0.001702,0.005513,1.000000,1.000000
51,0.003857,"[[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]]",[190],0.001667,0.005523,1.000000,1.000000
52,0.004290,"[[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]]",[258],0.002373,0.006663,1.000000,1.000000
53,0.003768,"[[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]]",[967],0.001449,0.005217,1.000000,1.000000
54,0.003815,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]]",[3322],0.001544,0.005359,1.000000,1.000000
55,0.003692,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]]",[3320],0.001493,0.005186,1.000000,1.000000
56,0.003755,"[[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]]",[4764],0.001848,0.005603,1.000000,1.000000
57,0.003797,"[[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]]",[4763],0.001821,0.005618,1.000000,1.000000
58,0.003829,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]]",[3321],0.001492,0.005321,1.000000,1.000000
