iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore
23,0.034571,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[4902],0.076338,0.110909,0.916667
24,0.033663,"[[0.0, 0.0, 0.0, 1.0, 0.0]]",[973],0.074644,0.108307,1.000000
25,0.040029,"[[0.0, 1.0, 1.0, 1.0, 0.0]]",[5278],0.079718,0.119747,0.916667
26,0.035086,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[1504],0.087527,0.122613,1.000000
27,0.038684,"[[0.0, 1.0, 0.0, 1.0, 0.0]]",[3249],0.088747,0.127431,0.960000
28,0.034011,"[[1.0, 1.0, 1.0, 1.0, 0.0]]",[3882],0.097656,0.131666,1.000000
29,0.033921,"[[0.0, 1.0, 0.0, 0.0, 1.0]]",[3328],0.102862,0.136782,1.000000
30,0.034079,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[3827],0.110970,0.145049,1.000000
31,0.034549,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[5284],0.114312,0.148861,1.000000
32,0.034152,"[[0.0, 1.0, 0.0, 0.0, 1.0]]",[4309],0.133637,0.167789,1.000000
33,0.035070,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[3549],0.125644,0.160714,1.000000
34,0.034201,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[120],0.125931,0.160132,1.000000
35,0.037712,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[338],0.130246,0.167958,1.000000
36,0.035567,"[[0.0, 0.0, 0.0, 0.0, 1.0]]",[3319],0.139190,0.174757,1.000000
37,0.038415,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[1673],0.143675,0.182090,1.000000
38,0.034949,"[[0.0, 0.0, 0.0, 0.0, 1.0]]",[1970],0.153680,0.188630,1.000000
39,0.037651,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[331],0.153691,0.191342,1.000000
40,0.034917,"[[0.0, 1.0, 0.0, 1.0, 0.0]]",[3857],0.156881,0.191798,1.000000
41,0.049950,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[5118],0.161832,0.211782,1.000000
42,0.035652,"[[0.0, 0.0, 0.0, 1.0, 0.0]]",[3493],0.171276,0.206929,1.000000
43,0.036493,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[1752],0.179882,0.216376,1.000000
44,0.035793,"[[0.0, 1.0, 0.0, 0.0, 0.0]]",[5515],0.183906,0.219699,1.000000
45,0.036863,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[999],0.190175,0.227038,1.000000
46,0.035883,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[1639],0.199156,0.235038,1.000000
47,0.038812,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[3518],0.198928,0.237740,1.000000
48,0.039068,"[[0.0, 0.0, 0.0, 1.0, 0.0]]",[5048],0.221167,0.260236,1.000000
49,0.036173,"[[0.0, 0.0, 0.0, 1.0, 0.0]]",[1302],0.211282,0.247455,1.000000
50,0.037049,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[4012],0.213080,0.250130,1.000000
51,0.036198,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[1728],0.253959,0.290157,1.000000
52,0.036912,"[[0.0, 0.0, 0.0, 1.0, 0.0]]",[5484],0.224270,0.261182,1.000000
53,0.036498,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[663],0.227858,0.264356,1.000000
54,0.036666,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[342],0.266928,0.303594,1.000000
55,0.036896,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[748],0.248149,0.285045,1.000000
56,0.037517,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[3804],0.262519,0.300037,1.000000
57,0.044988,"[[0.0, 0.0, 0.0, 0.0, 0.0]]",[2163],0.279087,0.324075,1.000000
58,0.036859,"[[0.0, 0.0, 0.0, 0.0, 1.0]]",[4295],0.264209,0.301068,1.000000
59,0.037233,"[[0.0, 0.0, 0.0, 1.0, 0.0]]",[981],0.276318,0.313551,1.000000
