iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore
0,0.000359,"[1.0, 0.0]","[4253, 2380]",0.000391,0.000750,0.208000
1,0.003750,[0.0],[37],0.000368,0.004118,0.208000
2,0.002870,[0.0],[1694],0.000346,0.003216,0.208000
3,0.003079,[0.0],[4789],0.000369,0.003448,0.228070
4,0.003056,[0.0],[4003],0.000399,0.003455,0.279570
5,0.004324,[0.0],[4818],0.000518,0.004842,0.279570
6,0.004239,[0.0],[3116],0.000379,0.004619,0.279570
7,0.003600,[0.0],[4772],0.000345,0.003945,0.279570
8,0.003856,[0.0],[1503],0.000352,0.004208,0.179104
9,0.003355,[0.0],[1241],0.000514,0.003869,0.122449
10,0.003189,[0.0],[3909],0.000532,0.003721,0.500000
11,0.003881,[1.0],[5277],0.000383,0.004264,0.509804
12,0.004013,[0.0],[1886],0.000794,0.004807,0.634146
13,0.004150,[0.0],[1891],0.000379,0.004528,0.634146
14,0.003640,[0.0],[978],0.000360,0.004001,0.634146
15,0.003964,[0.0],[1888],0.000675,0.004639,0.634146
16,0.004603,[0.0],[3877],0.000395,0.004997,0.634146
17,0.005516,[0.0],[1460],0.000412,0.005928,0.634146
18,0.004193,[1.0],[4258],0.000385,0.004578,0.634146
19,0.003758,[0.0],[1881],0.000454,0.004212,0.634146
20,0.004880,[0.0],[4779],0.000614,0.005493,0.634146
21,0.004107,[0.0],[5289],0.000424,0.004530,0.722222
22,0.003902,[0.0],[1497],0.000485,0.004388,0.928571
23,0.003555,[0.0],[1506],0.000383,0.003938,0.818182
24,0.004304,[1.0],[1258],0.000486,0.004790,0.928571
25,0.004244,[1.0],[1504],0.000458,0.004703,0.896552
26,0.005030,[0.0],[1493],0.000464,0.005494,0.960000
27,0.004135,[1.0],[5284],0.000385,0.004520,0.866667
28,0.005271,[0.0],[5282],0.000483,0.005754,0.960000
29,0.006296,[0.0],[1260],0.000865,0.007160,0.869565
30,0.004615,[1.0],[1264],0.000449,0.005064,0.916667
31,0.005634,[0.0],[1266],0.000449,0.006083,0.869565
32,0.005509,[1.0],[4248],0.000433,0.005943,0.869565
33,0.007519,[1.0],[1262],0.000539,0.008059,0.869565
34,0.005437,[1.0],[1256],0.000427,0.005864,0.869565
35,0.006509,[0.0],[1889],0.000496,0.007004,0.869565
36,0.005388,[0.0],[1494],0.000469,0.005858,0.869565
37,0.005897,[0.0],[1495],0.000481,0.006377,0.869565
38,0.006223,[0.0],[1884],0.000611,0.006833,0.869565
39,0.006305,[0.0],[1892],0.000461,0.006766,0.869565
40,0.005294,[0.0],[1505],0.000446,0.005740,0.869565
41,0.005908,[0.0],[1882],0.000468,0.006376,0.869565
42,0.005169,[0.0],[1885],0.000568,0.005736,0.869565
43,0.005870,[0.0],[1507],0.000480,0.006350,0.869565
44,0.005282,[0.0],[1499],0.000464,0.005745,0.869565
45,0.006860,[1.0],[3878],0.000704,0.007564,0.869565
46,0.005542,[0.0],[4783],0.000448,0.005990,0.869565
47,0.006855,[0.0],[1883],0.000746,0.007601,0.869565
48,0.005430,[0.0],[1498],0.000546,0.005977,0.869565
49,0.006318,[0.0],[1500],0.000860,0.007179,0.869565
50,0.005983,[0.0],[1232],0.000478,0.006461,0.869565
51,0.005283,[0.0],[4784],0.000454,0.005738,0.869565
52,0.006178,[0.0],[4780],0.000473,0.006651,0.869565
53,0.005292,[0.0],[1246],0.000464,0.005756,0.869565
54,0.006122,[0.0],[1239],0.000490,0.006612,0.869565
55,0.005283,[1.0],[3881],0.000458,0.005741,0.869565
56,0.006783,[1.0],[3876],0.000712,0.007496,0.869565
57,0.005148,[0.0],[4781],0.000505,0.005653,0.869565
58,0.007144,[0.0],[4785],0.001459,0.008603,0.869565
59,0.005180,[0.0],[1234],0.000484,0.005663,0.869565
