iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore,tsm
0,0.000417,"[[1.0, 1.0, 1.0, 1.0, 1.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[1258, 5204]",0.063495,0.063912,0.218487,0.000000
1,0.003646,"[[1.0, 1.0, 1.0, 1.0, 0.0]]",[1257],0.009713,0.013359,0.218487,0.001414
2,0.000808,"[[0.0, 0.0, 0.0, 0.0, 1.0]]",[4003],0.007784,0.008593,0.393939,0.006623
3,0.000540,"[[0.0, 1.0, 0.0, 0.0, 1.0]]",[4818],0.001888,0.002428,0.520000,0.011364
4,0.007926,"[[1.0, 1.0, 0.0, 1.0, 1.0]]",[1246],0.001268,0.009194,0.580645,0.029851
5,0.000554,"[[1.0, 1.0, 0.0, 1.0, 1.0]]",[1891],0.001325,0.001879,0.518519,0.055556
6,0.004952,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[5277],0.000986,0.005938,0.625000,0.083333
7,0.000609,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[3881],0.001067,0.001676,0.625000,0.138889
8,0.004146,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[4258],0.000927,0.005073,0.742857,0.166667
9,0.000475,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[5291],0.001093,0.001568,1.000000,0.352941
10,0.008547,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[4253],0.000895,0.009442,1.000000,0.647059
11,0.000456,"[[0.0, 1.0, 1.0, 1.0, 0.0]]",[5278],0.000874,0.001330,1.000000,0.846154
12,0.000462,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[5284],0.000865,0.001327,1.000000,0.923077
13,0.004675,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[1504],0.000825,0.005499,1.000000,1.000000
14,0.003571,"[[1.0, 1.0, 0.0, 1.0, 1.0]]",[1888],0.000840,0.004411,1.000000,1.000000
15,0.003720,"[[1.0, 1.0, 0.0, 1.0, 1.0]]",[1881],0.000916,0.004636,1.000000,1.000000
16,0.003667,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[4248],0.000957,0.004624,1.000000,1.000000
17,0.003706,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[1501],0.000982,0.004688,1.000000,1.000000
18,0.003947,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[1507],0.000940,0.004887,1.000000,1.000000
19,0.003917,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[1499],0.000938,0.004855,1.000000,1.000000
20,0.003718,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[1494],0.001018,0.004736,1.000000,1.000000
21,0.005895,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[1506],0.001706,0.007601,1.000000,1.000000
22,0.004803,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[1493],0.002293,0.007097,1.000000,1.000000
23,0.004466,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[1266],0.000995,0.005462,1.000000,1.000000
24,0.004467,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[1260],0.000947,0.005414,1.000000,1.000000
25,0.004727,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[5289],0.000998,0.005725,1.000000,1.000000
26,0.004975,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[1264],0.001289,0.006264,1.000000,1.000000
27,0.004885,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[5282],0.000996,0.005882,1.000000,1.000000
28,0.005137,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[1262],0.001206,0.006343,1.000000,1.000000
29,0.005065,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[1256],0.001255,0.006320,1.000000,1.000000
30,0.005271,"[[1.0, 1.0, 0.0, 1.0, 1.0]]",[1889],0.001176,0.006447,1.000000,1.000000
31,0.005007,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[1495],0.001112,0.006119,1.000000,1.000000
32,0.004984,"[[1.0, 1.0, 0.0, 1.0, 1.0]]",[1892],0.001154,0.006138,1.000000,1.000000
33,0.005090,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[1505],0.001031,0.006121,1.000000,1.000000
34,0.004988,"[[0.0, 1.0, 0.0, 1.0, 1.0]]",[1882],0.000929,0.005917,1.000000,1.000000
35,0.005105,"[[0.0, 1.0, 0.0, 1.0, 1.0]]",[1885],0.000943,0.006048,1.000000,1.000000
36,0.005089,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[1497],0.001105,0.006194,1.000000,1.000000
37,0.005081,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[3878],0.001738,0.006819,1.000000,1.000000
38,0.005022,"[[1.0, 1.0, 1.0, 0.0, 1.0]]",[4783],0.001399,0.006421,1.000000,1.000000
39,0.004947,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[1498],0.001105,0.006052,1.000000,1.000000
40,0.004973,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[1500],0.001112,0.006085,1.000000,1.000000
41,0.005076,"[[1.0, 1.0, 0.0, 1.0, 1.0]]",[1232],0.001312,0.006388,1.000000,1.000000
42,0.005147,"[[0.0, 1.0, 0.0, 1.0, 1.0]]",[1886],0.000983,0.006130,1.000000,1.000000
43,0.005108,"[[0.0, 1.0, 1.0, 0.0, 1.0]]",[4784],0.001169,0.006277,1.000000,1.000000
44,0.005048,"[[0.0, 1.0, 1.0, 0.0, 1.0]]",[4780],0.001195,0.006243,1.000000,1.000000
