iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore,tsm
45,0.004941,"[[1.0, 1.0, 0.0, 1.0, 1.0]]",[1239],0.001415,0.006356,1.000000,1.000000
46,0.005011,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[3876],0.001568,0.006579,1.000000,1.000000
47,0.005162,"[[0.0, 1.0, 1.0, 0.0, 1.0]]",[4781],0.001252,0.006414,1.000000,1.000000
48,0.005320,"[[0.0, 1.0, 1.0, 0.0, 1.0]]",[4785],0.001253,0.006574,1.000000,1.000000
49,0.005155,"[[0.0, 1.0, 0.0, 1.0, 1.0]]",[1234],0.001087,0.006241,1.000000,1.000000
50,0.005116,"[[0.0, 1.0, 1.0, 0.0, 1.0]]",[4782],0.001284,0.006400,1.000000,1.000000
51,0.005216,"[[0.0, 1.0, 1.0, 0.0, 1.0]]",[4786],0.001302,0.006518,1.000000,1.000000
52,0.005172,"[[0.0, 1.0, 1.0, 0.0, 1.0]]",[4787],0.001413,0.006586,1.000000,1.000000
53,0.005238,"[[0.0, 1.0, 0.0, 1.0, 1.0]]",[1241],0.001107,0.006345,1.000000,1.000000
54,0.005258,"[[0.0, 1.0, 1.0, 0.0, 1.0]]",[4788],0.001349,0.006606,1.000000,1.000000
55,0.005165,"[[0.0, 1.0, 0.0, 1.0, 1.0]]",[1252],0.001122,0.006287,1.000000,1.000000
56,0.005113,"[[0.0, 1.0, 1.0, 0.0, 1.0]]",[4789],0.001377,0.006490,1.000000,1.000000
57,0.005219,"[[1.0, 1.0, 1.0, 1.0, 0.0]]",[3882],0.001964,0.007183,1.000000,1.000000
58,0.005434,"[[1.0, 1.0, 1.0, 1.0, 0.0]]",[3877],0.001956,0.007391,1.000000,1.000000
59,0.005259,"[[0.0, 0.0, 0.0, 1.0, 1.0]]",[3864],0.001111,0.006371,1.000000,1.000000
