iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore
0,0.000400,"[1.0, 0.0]","[5192, 5310]",0.152763,0.153163,0.009668
1,0.001123,[0.0],[303],0.157936,0.159060,0.042489
2,0.001781,[0.0],[4201],0.160206,0.161987,0.018779
3,0.001405,[0.0],[4126],0.165788,0.167193,0.071429
4,0.001264,[0.0],[3995],0.184143,0.185407,0.085106
5,0.001457,[0.0],[1190],0.162702,0.164159,0.197183
6,0.001452,[0.0],[1071],0.163037,0.164490,0.212121
7,0.001781,[0.0],[2260],0.168156,0.169937,0.212389
8,0.002192,[0.0],[1636],0.167652,0.169844,0.216216
9,0.002354,[0.0],[4721],0.179410,0.181763,0.289157
10,0.001760,[0.0],[1670],0.176375,0.178135,0.727273
11,0.001481,[1.0],[1632],0.172090,0.173570,0.823529
12,0.001703,[0.0],[1155],0.182047,0.183749,0.742857
13,0.001505,[0.0],[1017],0.183311,0.184816,0.571429
14,0.001586,[0.0],[1009],0.205401,0.206987,0.866667
15,0.001593,[0.0],[1619],0.186812,0.188405,0.740741
16,0.002943,[1.0],[1662],0.191589,0.194532,0.857143
17,0.001836,[0.0],[1675],0.194260,0.196096,0.838710
18,0.002351,[0.0],[2245],0.192594,0.194945,0.814815
19,0.003050,[0.0],[1624],0.220322,0.223372,0.814815
20,0.002107,[1.0],[4205],0.204417,0.206524,0.896552
21,0.002168,[1.0],[1087],0.206569,0.208737,0.896552
22,0.001965,[1.0],[1119],0.220946,0.222911,0.933333
23,0.003598,[0.0],[3817],0.228837,0.232435,0.933333
24,0.001864,[0.0],[1956],0.215089,0.216953,0.933333
25,0.001951,[0.0],[3178],0.224645,0.226596,0.933333
26,0.003471,[0.0],[3602],0.225610,0.229081,0.933333
27,0.001964,[0.0],[3650],0.238896,0.240860,0.933333
28,0.002389,[0.0],[4762],0.236519,0.238907,0.933333
29,0.003215,[0.0],[3517],0.257199,0.260414,0.933333
30,0.003343,[0.0],[554],0.250111,0.253454,0.933333
31,0.003038,[0.0],[2807],0.255468,0.258506,0.933333
32,0.002156,[0.0],[1847],0.236204,0.238360,0.933333
33,0.002256,[0.0],[4290],0.241756,0.244012,0.933333
34,0.003183,[0.0],[5396],0.238812,0.241995,0.933333
35,0.002243,[0.0],[706],0.281280,0.283523,0.933333
36,0.002864,[0.0],[3161],0.268920,0.271784,0.933333
37,0.002538,[0.0],[2053],0.292366,0.294904,0.933333
38,0.002414,[0.0],[1571],0.304443,0.306857,0.933333
39,0.002653,[0.0],[121],0.286736,0.289389,0.933333
40,0.003104,[0.0],[3347],0.292425,0.295529,0.933333
41,0.004614,[0.0],[4056],0.304952,0.309565,0.933333
42,0.002784,[0.0],[5289],0.294371,0.297155,0.933333
43,0.002822,[0.0],[220],0.297943,0.300765,0.933333
44,0.003180,[0.0],[1424],0.289995,0.293175,0.933333
45,0.004257,[0.0],[3383],0.315313,0.319570,0.933333
46,0.002860,[0.0],[4510],0.320430,0.323290,0.933333
47,0.004647,[0.0],[1076],0.320021,0.324669,0.933333
48,0.004069,[0.0],[2856],0.335543,0.339612,0.933333
49,0.004204,[0.0],[593],0.329050,0.333254,0.933333
50,0.005221,[0.0],[2872],0.350013,0.355234,0.933333
51,0.002997,[0.0],[4950],0.369076,0.372073,0.933333
52,0.005916,[0.0],[671],0.352672,0.358588,0.933333
53,0.003618,[0.0],[1034],0.373653,0.377271,0.933333
54,0.004171,[0.0],[4552],0.356679,0.360850,0.933333
55,0.003594,[0.0],[3792],0.363301,0.366895,0.933333
56,0.003210,[0.0],[2066],0.396964,0.400174,0.933333
57,0.004373,[0.0],[3631],0.372630,0.377003,0.933333
58,0.003888,[0.0],[1170],0.397338,0.401226,0.933333
59,0.003689,[0.0],[1745],0.388818,0.392507,0.933333
