iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore
0,0.000475,"[1.0, 0.0]","[3880, 4809]",0.000367,0.000842,0.085202
1,0.002878,[0.0],[37],0.000352,0.003230,0.271186
2,0.003121,[1.0],[3881],0.000385,0.003506,0.180095
3,0.003691,[0.0],[3898],0.000368,0.004060,0.214689
4,0.004831,[0.0],[1890],0.000635,0.005467,0.290076
5,0.004130,[0.0],[3857],0.000376,0.004505,0.330435
6,0.004344,[0.0],[2529],0.000359,0.004703,0.513514
7,0.005098,[0.0],[1502],0.000628,0.005726,0.791667
8,0.005220,[0.0],[3866],0.000379,0.005599,0.791667
9,0.004460,[0.0],[3306],0.000361,0.004821,0.808511
10,0.005729,[0.0],[3303],0.000545,0.006274,0.592593
11,0.004491,[1.0],[3250],0.000409,0.004900,0.883721
12,0.005420,[0.0],[3864],0.000552,0.005972,0.883721
13,0.005836,[0.0],[1888],0.000397,0.006234,0.883721
14,0.005267,[0.0],[3239],0.000656,0.005923,0.883721
15,0.006161,[0.0],[4772],0.000390,0.006552,0.883721
16,0.005617,[0.0],[3199],0.000437,0.006054,0.883721
17,0.007083,[0.0],[3286],0.000416,0.007498,0.883721
18,0.006339,[0.0],[3304],0.000477,0.006816,0.950000
19,0.007557,[0.0],[3248],0.000452,0.008010,1.000000
20,0.005763,[0.0],[1257],0.000375,0.006138,1.000000
21,0.005237,[0.0],[3212],0.000447,0.005684,1.000000
22,0.006323,[0.0],[3302],0.000400,0.006722,1.000000
23,0.005572,[0.0],[2659],0.000393,0.005965,1.000000
24,0.006807,[1.0],[3878],0.000587,0.007394,1.000000
25,0.005921,[0.0],[3214],0.000479,0.006400,1.000000
26,0.006649,[0.0],[3301],0.000411,0.007060,1.000000
27,0.005823,[1.0],[3876],0.000413,0.006236,1.000000
28,0.006521,[0.0],[3255],0.000985,0.007506,1.000000
29,0.006949,[0.0],[3872],0.000602,0.007551,1.000000
30,0.006874,[0.0],[3871],0.000503,0.007377,1.000000
31,0.006151,[0.0],[3873],0.000421,0.006572,1.000000
32,0.006494,[0.0],[3240],0.000416,0.006910,1.000000
33,0.005696,[0.0],[1889],0.000395,0.006091,1.000000
34,0.006259,[1.0],[3877],0.000443,0.006703,1.000000
35,0.005902,[1.0],[3879],0.000499,0.006402,1.000000
36,0.007144,[0.0],[3867],0.000438,0.007582,1.000000
37,0.005763,[1.0],[3259],0.000409,0.006172,1.000000
38,0.006856,[1.0],[3254],0.000702,0.007558,1.000000
39,0.005694,[1.0],[3252],0.000443,0.006137,1.000000
40,0.007577,[1.0],[3253],0.000475,0.008053,1.000000
41,0.005721,[1.0],[3258],0.000632,0.006354,1.000000
42,0.006359,[1.0],[3257],0.000850,0.007209,1.000000
43,0.005665,[1.0],[3249],0.000414,0.006079,1.000000
44,0.006753,[1.0],[3256],0.000489,0.007243,1.000000
45,0.008431,[1.0],[3251],0.000446,0.008877,1.000000
46,0.006309,[1.0],[3260],0.000432,0.006742,1.000000
47,0.005924,[0.0],[3300],0.000583,0.006507,1.000000
48,0.006110,[0.0],[1881],0.000449,0.006559,1.000000
49,0.005999,[0.0],[3865],0.000437,0.006436,1.000000
50,0.006986,[0.0],[2662],0.001411,0.008396,1.000000
51,0.006785,[0.0],[1263],0.000463,0.007248,1.000000
52,0.005899,[0.0],[3868],0.000609,0.006508,1.000000
53,0.006132,[0.0],[1265],0.000439,0.006571,1.000000
54,0.007476,[0.0],[1261],0.000528,0.008004,1.000000
55,0.005841,[0.0],[1267],0.000780,0.006622,1.000000
56,0.007514,[0.0],[1259],0.000448,0.007962,1.000000
57,0.008065,[0.0],[1882],0.000615,0.008680,1.000000
58,0.005876,[0.0],[1892],0.000439,0.006315,1.000000
59,0.007448,[0.0],[1885],0.000506,0.007954,1.000000
