iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore
0,0.000369,"[1.0, 0.0]","[3882, 1139]",0.155172,0.155542,0.204301
1,0.002574,[0.0],[3443],0.157756,0.160330,0.347826
2,0.001434,[0.0],[3305],0.154747,0.156181,0.263158
3,0.001371,[0.0],[1265],0.149452,0.150823,0.416667
4,0.002211,[0.0],[5612],0.161044,0.163255,0.416667
5,0.001869,[0.0],[3972],0.162179,0.164048,0.416667
6,0.002630,[0.0],[4948],0.166122,0.168752,0.416667
7,0.002752,[0.0],[5035],0.167605,0.170358,0.416667
8,0.003217,[0.0],[3151],0.165544,0.168761,0.416667
9,0.002294,[0.0],[192],0.189234,0.191528,0.416667
10,0.001729,[1.0],[3260],0.177590,0.179319,0.914286
11,0.001843,[0.0],[4905],0.181760,0.183603,0.914286
12,0.002501,[0.0],[3302],0.185973,0.188474,0.914286
13,0.001773,[0.0],[1506],0.176993,0.178766,0.914286
14,0.003008,[0.0],[1185],0.199674,0.202682,0.914286
15,0.003028,[0.0],[3299],0.171167,0.174195,0.914286
16,0.002236,[0.0],[5417],0.185463,0.187699,0.914286
17,0.001902,[1.0],[3883],0.198752,0.200654,0.914286
18,0.002083,[0.0],[289],0.184423,0.186506,0.914286
19,0.002017,[0.0],[1843],0.204998,0.207015,0.914286
20,0.002244,[0.0],[4118],0.190910,0.193154,0.914286
21,0.002159,[0.0],[1476],0.194373,0.196531,0.914286
22,0.003565,[0.0],[3248],0.201805,0.205370,0.914286
23,0.004067,[0.0],[3049],0.225201,0.229269,0.914286
24,0.002548,[0.0],[2223],0.203242,0.205791,0.914286
25,0.002541,[0.0],[1563],0.201855,0.204396,0.914286
26,0.002392,[0.0],[3292],0.209013,0.211405,0.914286
27,0.003303,[0.0],[3871],0.211993,0.215296,0.914286
28,0.003573,[1.0],[3256],0.228094,0.231667,0.914286
29,0.002898,[0.0],[2013],0.211662,0.214559,0.914286
30,0.003725,[0.0],[4307],0.206510,0.210235,0.914286
31,0.002516,[0.0],[3726],0.211229,0.213745,0.914286
32,0.002515,[1.0],[3876],0.259643,0.262158,1.000000
33,0.005534,[0.0],[1882],0.259478,0.265011,1.000000
34,0.002917,[0.0],[1458],0.240020,0.242938,1.000000
35,0.003745,[0.0],[3529],0.247765,0.251510,1.000000
36,0.004700,[0.0],[2126],0.251397,0.256097,1.000000
37,0.003325,[0.0],[2663],0.245880,0.249206,1.000000
38,0.002826,[0.0],[4055],0.242688,0.245514,1.000000
39,0.004117,[0.0],[397],0.259101,0.263218,1.000000
40,0.003742,[0.0],[4914],0.249621,0.253363,1.000000
41,0.004172,[0.0],[3826],0.244538,0.248710,1.000000
42,0.003963,[0.0],[701],0.248116,0.252079,1.000000
43,0.003826,[0.0],[1221],0.289360,0.293186,1.000000
44,0.003078,[0.0],[3011],0.268087,0.271166,1.000000
45,0.003245,[0.0],[5224],0.264832,0.268077,1.000000
46,0.003320,[0.0],[4075],0.285812,0.289132,1.000000
47,0.004893,[0.0],[4077],0.278174,0.283067,1.000000
48,0.003703,[0.0],[760],0.266191,0.269894,1.000000
49,0.003239,[0.0],[1609],0.289363,0.292601,1.000000
50,0.004071,[0.0],[4875],0.309766,0.313837,1.000000
51,0.004716,[0.0],[4175],0.276795,0.281511,1.000000
52,0.005610,[0.0],[4190],0.295307,0.300917,1.000000
53,0.005254,[0.0],[3119],0.341568,0.346822,1.000000
54,0.005541,[0.0],[3436],0.309793,0.315334,1.000000
55,0.005609,[0.0],[1466],0.325581,0.331190,1.000000
56,0.004798,[0.0],[1653],0.352430,0.357229,1.000000
57,0.004219,[0.0],[7],0.320678,0.324898,1.000000
58,0.004219,[0.0],[5411],0.323919,0.328138,1.000000
59,0.003804,[0.0],[4114],0.325947,0.329752,1.000000
