iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore,tsm
45,0.010458,"[[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[1932],0.001470,0.011929,1.000000,1.000000
46,0.010826,"[[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[1927],0.001495,0.012321,1.000000,1.000000
47,0.010910,"[[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[3596],0.001645,0.012555,1.000000,1.000000
48,0.010524,"[[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[3601],0.001826,0.012350,1.000000,1.000000
49,0.011199,"[[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[4940],0.001889,0.013088,1.000000,1.000000
50,0.010833,"[[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[4933],0.001587,0.012420,1.000000,1.000000
51,0.010607,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2697],0.001988,0.012594,1.000000,1.000000
52,0.010556,"[[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[969],0.001617,0.012173,1.000000,1.000000
53,0.010376,"[[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[975],0.002118,0.012494,1.000000,1.000000
54,0.010684,"[[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[1940],0.002021,0.012705,1.000000,1.000000
55,0.010806,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[3393],0.001974,0.012780,1.000000,1.000000
56,0.010483,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[3233],0.002313,0.012796,1.000000,1.000000
57,0.010573,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[3238],0.001727,0.012300,1.000000,1.000000
58,0.010689,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[618],0.001753,0.012442,1.000000,1.000000
59,0.010811,"[[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[1933],0.001820,0.012631,1.000000,1.000000
