iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore
0,0.000366,"[1.0, 0.0]","[2712, 3824]",0.000353,0.000719,0.016724
1,0.004939,[0.0],[37],0.000682,0.005621,0.029880
2,0.003622,[0.0],[526],0.000595,0.004217,0.143302
3,0.004136,[0.0],[5547],0.000453,0.004590,0.344569
4,0.005126,[0.0],[3226],0.000370,0.005495,0.405286
5,0.004464,[0.0],[3201],0.000373,0.004837,0.403509
6,0.004880,[0.0],[2089],0.000762,0.005642,0.352490
7,0.005379,[0.0],[3411],0.000423,0.005802,0.420091
8,0.004302,[0.0],[5531],0.000369,0.004671,0.641509
9,0.004184,[0.0],[2643],0.000368,0.004552,0.715789
10,0.004511,[1.0],[633],0.000375,0.004887,0.433962
11,0.004044,[0.0],[1987],0.000372,0.004416,0.681481
12,0.003741,[0.0],[3462],0.000502,0.004243,0.676471
13,0.004996,[0.0],[619],0.000662,0.005659,0.488889
14,0.003669,[0.0],[2401],0.000385,0.004054,0.567742
15,0.004097,[1.0],[615],0.000405,0.004503,0.564417
16,0.004882,[0.0],[5492],0.000416,0.005298,0.676923
17,0.004431,[1.0],[630],0.000377,0.004808,0.617450
18,0.004686,[0.0],[1933],0.000655,0.005341,0.707692
19,0.004839,[0.0],[3514],0.000412,0.005251,0.730159
20,0.004653,[0.0],[3500],0.000369,0.005022,0.814159
21,0.005359,[0.0],[2703],0.000898,0.006258,0.814159
22,0.006508,[0.0],[638],0.000414,0.006922,0.807339
23,0.007128,[1.0],[637],0.000421,0.007549,0.814159
24,0.006531,[0.0],[631],0.000428,0.006959,0.807339
25,0.007279,[0.0],[3509],0.000484,0.007763,0.796296
26,0.007077,[1.0],[636],0.000523,0.007600,0.796296
27,0.007851,[0.0],[3499],0.000426,0.008277,0.796296
28,0.008720,[1.0],[629],0.000432,0.009152,0.796296
29,0.008359,[1.0],[635],0.000430,0.008790,0.793103
30,0.008070,[0.0],[616],0.000419,0.008489,0.788991
31,0.008736,[0.0],[2083],0.000604,0.009341,0.796296
32,0.008801,[0.0],[2617],0.000460,0.009261,0.796296
33,0.009093,[0.0],[968],0.000496,0.009589,0.796296
34,0.008956,[1.0],[628],0.000549,0.009505,0.814159
35,0.009734,[0.0],[632],0.000454,0.010188,0.814159
36,0.009682,[0.0],[639],0.000451,0.010134,0.796296
37,0.008978,[1.0],[614],0.000518,0.009496,0.796296
38,0.009828,[0.0],[974],0.000868,0.010695,0.796296
39,0.009519,[0.0],[2693],0.000470,0.009989,0.796296
40,0.010213,[0.0],[2692],0.000504,0.010718,0.796296
41,0.010065,[0.0],[3511],0.001276,0.011341,0.796296
42,0.010870,[0.0],[2624],0.000489,0.011359,0.796296
43,0.009982,[0.0],[3235],0.001003,0.010986,0.796296
44,0.009971,[0.0],[3230],0.000874,0.010845,0.796296
45,0.009512,[0.0],[1939],0.000727,0.010238,0.796296
46,0.010479,[0.0],[3510],0.000481,0.010960,0.796296
47,0.009568,[0.0],[2086],0.000691,0.010259,0.796296
48,0.009656,[0.0],[5483],0.000517,0.010172,0.796296
49,0.010438,[0.0],[5497],0.000509,0.010946,0.796296
50,0.010197,[0.0],[5482],0.000502,0.010700,0.796296
51,0.010071,[0.0],[979],0.000574,0.010645,0.796296
52,0.010164,[0.0],[1932],0.000639,0.010803,0.796296
53,0.010286,[0.0],[1927],0.000527,0.010813,0.796296
54,0.009774,[0.0],[3216],0.000715,0.010489,0.796296
55,0.009950,[0.0],[3206],0.000523,0.010473,0.796296
56,0.009957,[0.0],[3596],0.000590,0.010547,0.796296
57,0.009764,[0.0],[3601],0.000532,0.010297,0.796296
58,0.009830,[0.0],[4940],0.000562,0.010392,0.796296
59,0.010037,[0.0],[4933],0.000820,0.010858,0.796296
