iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore,tsm
0,0.000494,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0], [0.0, 0.0, 0.0, 1.0, 1.0, 0.0]]","[2758, 2868]",0.067355,0.067849,0.013667,0.000000
1,0.001184,"[[0.0, 0.0, 1.0, 1.0, 1.0, 0.0]]",[81],0.020328,0.021512,0.210526,0.000000
2,0.008198,"[[1.0, 0.0, 1.0, 1.0, 1.0, 0.0]]",[1926],0.009835,0.018033,0.307692,0.000000
3,0.013354,"[[1.0, 1.0, 1.0, 0.0, 0.0, 1.0]]",[2663],0.003025,0.016378,0.307692,0.007812
4,0.005201,"[[1.0, 1.0, 0.0, 0.0, 1.0, 1.0]]",[2644],0.003087,0.008288,0.416667,0.018293
5,0.000653,"[[1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2733],0.002042,0.002695,0.476190,0.020134
6,0.008357,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2652],0.001864,0.010221,0.370370,0.026846
7,0.000651,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[2624],0.002036,0.002688,0.555556,0.039370
8,0.000626,"[[1.0, 0.0, 1.0, 1.0, 1.0, 0.0]]",[3174],0.001881,0.002507,0.555556,0.048077
9,0.004810,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2731],0.001508,0.006318,0.631579,0.057692
10,0.010500,"[[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]]",[4038],0.001545,0.012045,0.631579,0.059406
11,0.000609,"[[1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2760],0.001591,0.002201,0.705882,0.063830
12,0.000634,"[[1.0, 1.0, 1.0, 0.0, 1.0, 0.0]]",[1252],0.001687,0.002322,0.705882,0.083333
13,0.000627,"[[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]]",[5391],0.001577,0.002203,0.705882,0.096774
14,0.000824,"[[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]]",[3306],0.001464,0.002288,0.705882,0.113208
15,0.006127,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[2546],0.001261,0.007388,0.705882,0.127660
16,0.000611,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2487],0.001362,0.001972,0.785714,0.170213
17,0.000615,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2484],0.001332,0.001948,0.785714,0.234043
18,0.027278,"[[1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2489],0.001173,0.028450,0.814815,0.244444
19,0.008275,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2495],0.001268,0.009543,1.000000,0.275000
20,0.000593,"[[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]]",[4831],0.001360,0.001953,1.000000,0.343750
21,0.000834,"[[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]]",[3588],0.002621,0.003455,1.000000,0.478261
22,0.000600,"[[1.0, 1.0, 1.0, 0.0, 1.0, 0.0]]",[3909],0.001195,0.001795,1.000000,0.647059
23,0.007812,"[[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]]",[1527],0.001154,0.008966,1.000000,1.000000
24,0.007003,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2425],0.001187,0.008190,1.000000,1.000000
25,0.006900,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2645],0.001206,0.008107,1.000000,1.000000
26,0.006671,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2491],0.001287,0.007958,1.000000,1.000000
27,0.006855,"[[1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2732],0.001191,0.008046,1.000000,1.000000
28,0.006733,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[2623],0.001270,0.008003,1.000000,1.000000
29,0.007119,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[2753],0.001296,0.008415,1.000000,1.000000
30,0.007045,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[2754],0.001264,0.008309,1.000000,1.000000
31,0.006966,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2747],0.001843,0.008810,1.000000,1.000000
32,0.006934,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[2625],0.001338,0.008271,1.000000,1.000000
33,0.007238,"[[1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2759],0.001390,0.008629,1.000000,1.000000
34,0.007041,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2472],0.001508,0.008548,1.000000,1.000000
35,0.009134,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2756],0.002132,0.011267,1.000000,1.000000
36,0.008355,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2757],0.001691,0.010046,1.000000,1.000000
37,0.008698,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[2626],0.001536,0.010234,1.000000,1.000000
38,0.008600,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[2627],0.002767,0.011367,1.000000,1.000000
39,0.008128,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2646],0.001435,0.009563,1.000000,1.000000
40,0.008213,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2485],0.001526,0.009739,1.000000,1.000000
41,0.008622,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2486],0.001527,0.010148,1.000000,1.000000
42,0.008899,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2492],0.001459,0.010357,1.000000,1.000000
43,0.008828,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2488],0.001775,0.010602,1.000000,1.000000
44,0.009505,"[[1.0, 0.0, 1.0, 0.0, 1.0, 1.0]]",[2552],0.001318,0.010823,1.000000,1.000000
45,0.009721,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[2550],0.001484,0.011205,1.000000,1.000000
46,0.010305,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[2549],0.002065,0.012370,1.000000,1.000000
47,0.009824,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[2547],0.001561,0.011384,1.000000,1.000000
48,0.009862,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[2548],0.001518,0.011380,1.000000,1.000000
49,0.009514,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2473],0.001765,0.011279,1.000000,1.000000
50,0.009694,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2474],0.001682,0.011375,1.000000,1.000000
51,0.009741,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2475],0.001711,0.011452,1.000000,1.000000
52,0.009707,"[[1.0, 0.0, 1.0, 0.0, 1.0, 1.0]]",[2551],0.001500,0.011207,1.000000,1.000000
53,0.009723,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2478],0.001779,0.011502,1.000000,1.000000
54,0.009816,"[[1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2490],0.001840,0.011656,1.000000,1.000000
55,0.009599,"[[1.0, 0.0, 0.0, 1.0, 1.0, 1.0]]",[2496],0.001618,0.011217,1.000000,1.000000
56,0.009593,"[[1.0, 0.0, 1.0, 0.0, 1.0, 1.0]]",[2553],0.001552,0.011144,1.000000,1.000000
57,0.009585,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2749],0.001986,0.011571,1.000000,1.000000
58,0.009677,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2748],0.002105,0.011782,1.000000,1.000000
59,0.009917,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2493],0.001941,0.011858,1.000000,1.000000
