iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore
0,0.000502,"[1.0, 0.0]","[2691, 3774]",0.000549,0.001051,0.006859
1,0.003692,[0.0],[37],0.000683,0.004375,0.026178
2,0.003600,[0.0],[3958],0.000881,0.004481,0.098684
3,0.003339,[0.0],[771],0.000447,0.003786,0.115830
4,0.003283,[0.0],[2620],0.000343,0.003626,0.158730
5,0.003658,[0.0],[2657],0.000356,0.004013,0.174419
6,0.004327,[0.0],[3875],0.000515,0.004842,0.208333
7,0.003968,[0.0],[3289],0.000462,0.004431,0.337079
8,0.004015,[0.0],[3205],0.000484,0.004500,0.337079
9,0.007177,[0.0],[2631],0.002372,0.009549,0.152174
10,0.005307,[0.0],[2667],0.001334,0.006641,0.241379
11,0.003795,[0.0],[3499],0.000359,0.004154,0.264151
12,0.004715,[0.0],[3865],0.000541,0.005256,0.264151
13,0.004182,[0.0],[3256],0.000386,0.004568,0.264151
14,0.004076,[0.0],[2655],0.000378,0.004454,0.264151
15,0.005009,[0.0],[3201],0.000567,0.005575,0.274510
16,0.003478,[0.0],[3232],0.000352,0.003830,0.318182
17,0.003347,[0.0],[3271],0.000439,0.003786,0.350000
18,0.004095,[0.0],[4772],0.000368,0.004463,0.350000
19,0.003867,[0.0],[3240],0.000450,0.004316,0.314607
20,0.003844,[0.0],[1757],0.000460,0.004305,0.823529
21,0.004957,[0.0],[1612],0.001183,0.006140,0.848485
22,0.004032,[0.0],[2709],0.000393,0.004424,0.521739
23,0.003889,[0.0],[3206],0.000405,0.004294,0.521739
24,0.005007,[1.0],[3239],0.000413,0.005420,0.521739
25,0.007013,[1.0],[2700],0.001036,0.008049,0.937500
26,0.003736,[0.0],[2708],0.000771,0.004507,0.692308
27,0.005199,[1.0],[2701],0.000659,0.005858,0.903226
28,0.003899,[1.0],[2704],0.000457,0.004356,0.903226
29,0.003932,[1.0],[3236],0.000492,0.004424,0.882353
30,0.005730,[0.0],[2697],0.000645,0.006375,0.848485
31,0.005039,[0.0],[2711],0.000413,0.005453,0.848485
32,0.004253,[0.0],[2641],0.000423,0.004677,0.848485
33,0.004430,[1.0],[2705],0.000412,0.004842,0.848485
34,0.005465,[0.0],[2696],0.000536,0.006001,0.848485
35,0.005527,[0.0],[2642],0.000444,0.005971,0.848485
36,0.005187,[0.0],[3272],0.000462,0.005648,0.848485
37,0.005042,[1.0],[3234],0.000416,0.005458,0.848485
38,0.067178,[1.0],[2702],0.001562,0.068740,0.848485
39,0.006286,[0.0],[2694],0.000492,0.006778,0.965517
40,0.010839,[0.0],[2695],0.002841,0.013680,0.866667
41,0.006061,[1.0],[3231],0.000497,0.006558,0.903226
42,0.006986,[0.0],[2707],0.000499,0.007485,0.965517
43,0.008589,[1.0],[2690],0.000524,0.009113,0.965517
44,0.009526,[0.0],[2706],0.001278,0.010804,0.965517
45,0.006178,[0.0],[2633],0.000502,0.006680,0.965517
46,0.012230,[1.0],[3229],0.000700,0.012930,0.965517
47,0.006211,[0.0],[3249],0.001056,0.007268,0.965517
48,0.006530,[1.0],[2688],0.000512,0.007042,0.965517
49,0.006986,[1.0],[2689],0.000691,0.007677,0.965517
50,0.011422,[0.0],[3216],0.000553,0.011976,0.965517
51,0.006580,[1.0],[2699],0.000695,0.007276,0.965517
52,0.005990,[0.0],[3207],0.000502,0.006491,0.965517
53,0.007451,[0.0],[2617],0.000747,0.008198,0.965517
54,0.006163,[0.0],[2643],0.000499,0.006662,0.965517
55,0.006657,[0.0],[2634],0.000512,0.007169,0.965517
56,0.006535,[0.0],[2636],0.000622,0.007156,0.965517
57,0.007026,[0.0],[2637],0.000514,0.007540,0.965517
58,0.006262,[0.0],[3217],0.000569,0.006831,0.965517
59,0.006947,[0.0],[3237],0.000500,0.007446,0.965517
