iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore,tsm
0,0.000665,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]]","[2690, 4397]",0.071678,0.072342,0.047468,0.000000
1,0.007873,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[3230],0.005234,0.013107,0.133333,0.006780
2,0.007703,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[2088],0.005912,0.013615,0.166667,0.009804
3,0.000752,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[3219],0.003728,0.004481,0.275229,0.036923
4,0.000657,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]]",[3286],0.003618,0.004274,0.389610,0.063063
5,0.004673,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]]",[3870],0.002327,0.007000,0.491803,0.082353
6,0.005212,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2631],0.002131,0.007343,0.681818,0.116667
7,0.000663,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3200],0.001689,0.002352,0.681818,0.135922
8,0.005098,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2697],0.002462,0.007559,0.909091,0.388889
9,0.000567,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2709],0.001105,0.001673,0.967742,0.583333
10,0.009346,"[[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2711],0.000956,0.010302,0.965517,0.933333
11,0.000593,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3239],0.001233,0.001826,1.000000,1.000000
12,0.003500,"[[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0]]",[1631],0.001024,0.004524,1.000000,1.000000
13,0.003469,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3240],0.001424,0.004893,1.000000,1.000000
14,0.004286,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2699],0.001192,0.005478,1.000000,1.000000
15,0.003925,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3236],0.001183,0.005108,1.000000,1.000000
16,0.004450,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2708],0.001186,0.005636,1.000000,1.000000
17,0.004381,"[[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[3206],0.001208,0.005589,1.000000,1.000000
18,0.003902,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2704],0.001257,0.005159,1.000000,1.000000
19,0.003931,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]]",[3271],0.001238,0.005169,1.000000,1.000000
20,0.004637,"[[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2641],0.001501,0.006138,1.000000,1.000000
21,0.005190,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2705],0.001361,0.006552,1.000000,1.000000
22,0.005266,"[[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2642],0.001476,0.006742,1.000000,1.000000
23,0.004845,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2696],0.001310,0.006155,1.000000,1.000000
24,0.004694,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]]",[3272],0.001242,0.005936,1.000000,1.000000
25,0.005132,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3232],0.001249,0.006381,1.000000,1.000000
26,0.004628,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3234],0.001418,0.006047,1.000000,1.000000
27,0.004870,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2702],0.001424,0.006294,1.000000,1.000000
28,0.004759,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2701],0.001547,0.006305,1.000000,1.000000
29,0.004771,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2695],0.001346,0.006117,1.000000,1.000000
30,0.005044,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2694],0.001271,0.006315,1.000000,1.000000
31,0.005380,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3231],0.001463,0.006843,1.000000,1.000000
32,0.005781,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2707],0.001347,0.007128,1.000000,1.000000
33,0.006095,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2706],0.001405,0.007500,1.000000,1.000000
34,0.005964,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2691],0.001600,0.007564,1.000000,1.000000
35,0.006193,"[[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2633],0.001519,0.007712,1.000000,1.000000
36,0.006048,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3229],0.001629,0.007677,1.000000,1.000000
37,0.006678,"[[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[3249],0.001550,0.008227,1.000000,1.000000
