iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore
0,0.000348,"[1.0, 0.0]","[2691, 231]",0.242523,0.242871,0.142857
1,0.001304,[0.0],[769],0.188769,0.190073,0.026385
2,0.001727,[0.0],[3734],0.273485,0.275211,0.173410
3,0.001759,[0.0],[3205],0.227877,0.229637,0.230769
4,0.001546,[0.0],[3259],0.223076,0.224622,0.434783
5,0.002544,[0.0],[2707],0.226414,0.228957,0.264151
6,0.001764,[0.0],[3200],0.193753,0.195518,0.304348
7,0.002285,[0.0],[2698],0.178878,0.181163,0.358974
8,0.004170,[0.0],[3240],0.180510,0.184680,0.375000
9,0.002509,[0.0],[3207],0.193878,0.196387,0.521739
10,0.001633,[0.0],[3206],0.217108,0.218741,0.521739
11,0.009191,[0.0],[2695],0.210266,0.219456,0.500000
12,0.002418,[1.0],[3231],0.208163,0.210582,0.571429
13,0.002288,[1.0],[3239],0.210078,0.212366,0.608696
14,0.002038,[0.0],[2711],0.212462,0.214500,0.636364
15,0.003727,[0.0],[2696],0.197238,0.200965,0.636364
16,0.002890,[0.0],[2736],0.204332,0.207221,0.636364
17,0.002246,[1.0],[2688],0.206114,0.208360,0.636364
18,0.001896,[1.0],[2705],0.203998,0.205894,0.882353
19,0.001908,[0.0],[2714],0.322406,0.324314,1.000000
20,0.002422,[1.0],[3236],0.275634,0.278056,1.000000
21,0.002837,[0.0],[2709],0.318976,0.321812,1.000000
22,0.005415,[0.0],[2641],0.274551,0.279966,1.000000
23,0.002933,[0.0],[2744],0.256768,0.259701,1.000000
24,0.003137,[0.0],[5438],0.231191,0.234328,1.000000
25,0.003307,[0.0],[2245],0.245618,0.248925,1.000000
26,0.003625,[0.0],[2796],0.254549,0.258174,1.000000
27,0.002197,[0.0],[2556],0.238159,0.240356,1.000000
28,0.003358,[0.0],[3917],0.254003,0.257361,1.000000
29,0.003601,[0.0],[2620],0.260505,0.264105,1.000000
30,0.003927,[0.0],[3433],0.269674,0.273601,1.000000
31,0.002833,[0.0],[2703],0.264799,0.267632,1.000000
32,0.003564,[0.0],[3874],0.290706,0.294271,1.000000
33,0.003580,[0.0],[3297],0.267295,0.270876,1.000000
34,0.002592,[0.0],[4001],0.277921,0.280513,1.000000
35,0.002608,[0.0],[3249],0.266235,0.268843,1.000000
36,0.003867,[0.0],[3897],0.305574,0.309441,1.000000
37,0.002803,[0.0],[1852],0.309933,0.312736,1.000000
38,0.002640,[0.0],[3929],0.301066,0.303706,1.000000
39,0.002785,[0.0],[1665],0.308858,0.311643,1.000000
40,0.002846,[0.0],[1327],0.282771,0.285616,1.000000
41,0.002764,[0.0],[3148],0.292383,0.295147,1.000000
42,0.002961,[0.0],[164],0.315186,0.318147,1.000000
43,0.002831,[0.0],[1037],0.331242,0.334073,1.000000
44,0.002944,[0.0],[2421],0.309039,0.311982,1.000000
45,0.003078,[0.0],[4863],0.332212,0.335291,1.000000
46,0.004915,[0.0],[362],0.314461,0.319376,1.000000
47,0.005324,[0.0],[3307],0.312135,0.317458,1.000000
48,0.004572,[0.0],[3419],0.337491,0.342063,1.000000
49,0.004471,[0.0],[3067],0.315533,0.320004,1.000000
50,0.003517,[0.0],[3316],0.340360,0.343878,1.000000
51,0.004726,[0.0],[2622],0.352996,0.357722,1.000000
52,0.006455,[0.0],[2255],0.344728,0.351183,1.000000
53,0.004584,[0.0],[1079],0.356620,0.361205,1.000000
54,0.004029,[0.0],[5089],0.358861,0.362890,1.000000
55,0.004150,[0.0],[1112],0.378124,0.382274,1.000000
56,0.003477,[0.0],[4577],0.363497,0.366974,1.000000
57,0.003767,[0.0],[2793],0.348204,0.351971,1.000000
58,0.005999,[0.0],[4870],0.371765,0.377763,1.000000
59,0.003608,[0.0],[2795],0.405045,0.408653,1.000000
