iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore
0,0.000638,"[1.0, 0.0]","[3554, 5237]",0.174673,0.175311,0.014720
1,0.003439,[0.0],[2565],0.166591,0.170030,0.109489
2,0.001305,[0.0],[3741],0.166262,0.167568,0.123457
3,0.001367,[0.0],[967],0.176224,0.177591,0.237624
4,0.002362,[1.0],[3557],0.171324,0.173686,0.161290
5,0.001448,[0.0],[4919],0.186058,0.187506,0.186667
6,0.001862,[0.0],[2655],0.176671,0.178534,0.233010
7,0.002655,[0.0],[63],0.178409,0.181064,0.282353
8,0.002312,[0.0],[337],0.184626,0.186938,0.363636
9,0.002775,[0.0],[3041],0.183507,0.186282,0.380952
10,0.003473,[0.0],[3791],0.184448,0.187921,0.452830
11,0.002797,[0.0],[3563],0.175068,0.177865,0.375000
12,0.003880,[0.0],[3423],0.180723,0.184603,0.440000
13,0.002533,[0.0],[3797],0.196942,0.199475,0.550000
14,0.001825,[0.0],[3415],0.194223,0.196049,0.540541
15,0.002436,[0.0],[3793],0.197377,0.199813,0.687500
16,0.002974,[0.0],[311],0.192014,0.194988,0.444444
17,0.002791,[0.0],[507],0.222976,0.225767,0.695652
18,0.002275,[0.0],[309],0.223162,0.225437,0.500000
19,0.002222,[1.0],[3558],0.211878,0.214100,0.800000
20,0.002709,[1.0],[231],0.206910,0.209619,0.800000
21,0.003222,[1.0],[3562],0.220848,0.224070,0.888889
22,0.002068,[0.0],[3032],0.269029,0.271097,0.888889
23,0.002906,[1.0],[227],0.235762,0.238668,0.888889
24,0.002219,[0.0],[1416],0.235676,0.237895,0.888889
25,0.002794,[0.0],[3040],0.223220,0.226014,0.888889
26,0.002189,[1.0],[3555],0.256334,0.258522,0.888889
27,0.006614,[0.0],[3798],0.259498,0.266112,0.888889
28,0.003096,[0.0],[3789],0.250086,0.253181,0.888889
29,0.004149,[0.0],[510],0.256079,0.260228,0.888889
30,0.002372,[1.0],[3484],0.250815,0.253188,1.000000
31,0.002531,[1.0],[3482],0.252645,0.255176,1.000000
32,0.004288,[0.0],[1406],0.319098,0.323385,1.000000
33,0.003999,[0.0],[2916],0.295631,0.299629,1.000000
34,0.003914,[0.0],[1403],0.292127,0.296041,1.000000
35,0.003090,[0.0],[1059],0.261522,0.264612,1.000000
36,0.006297,[0.0],[1700],0.276996,0.283294,1.000000
37,0.003541,[0.0],[3260],0.255682,0.259223,1.000000
38,0.002645,[0.0],[2093],0.265415,0.268060,1.000000
39,0.002588,[0.0],[4399],0.271158,0.273746,1.000000
40,0.004499,[0.0],[5014],0.284613,0.289112,1.000000
41,0.002893,[0.0],[5424],0.254977,0.257869,1.000000
42,0.004861,[0.0],[4680],0.279908,0.284770,1.000000
43,0.004707,[0.0],[2263],0.281832,0.286539,1.000000
44,0.003303,[0.0],[3029],0.276511,0.279814,1.000000
45,0.003869,[0.0],[4344],0.285334,0.289203,1.000000
46,0.003260,[0.0],[4208],0.286797,0.290056,1.000000
47,0.003354,[0.0],[2561],0.271823,0.275176,1.000000
48,0.004755,[0.0],[4672],0.292067,0.296822,1.000000
49,0.004900,[0.0],[4628],0.297539,0.302439,1.000000
50,0.003158,[0.0],[1815],0.328493,0.331650,1.000000
51,0.004277,[0.0],[2555],0.292559,0.296837,1.000000
52,0.003668,[0.0],[3117],0.331294,0.334961,1.000000
53,0.003327,[0.0],[1472],0.332742,0.336069,1.000000
54,0.003385,[0.0],[3633],0.318129,0.321514,1.000000
55,0.004916,[0.0],[310],0.333531,0.338447,1.000000
56,0.005176,[0.0],[5425],0.316215,0.321390,1.000000
57,0.005149,[0.0],[960],0.328297,0.333446,1.000000
58,0.003997,[0.0],[4931],0.361466,0.365463,1.000000
59,0.004645,[0.0],[3694],0.329766,0.334411,1.000000
