iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore,tsm
26,0.006818,"[[1.0, 0.0, 1.0, 1.0, 0.0, 1.0]]",[2982],0.004382,0.011200,1.000000,0.061475
27,0.000959,"[[1.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[564],0.005439,0.006399,1.000000,0.092593
28,0.025049,"[[1.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[3265],0.004452,0.029501,1.000000,0.105634
29,0.000862,"[[1.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[3333],0.004776,0.005638,1.000000,0.180723
30,0.006561,"[[1.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[2850],0.004338,0.010899,1.000000,0.223881
31,0.000782,"[[1.0, 0.0, 1.0, 1.0, 0.0, 1.0]]",[4380],0.002266,0.003048,1.000000,0.238095
32,0.000808,"[[1.0, 1.0, 1.0, 0.0, 0.0, 1.0]]",[3739],0.004779,0.005587,1.000000,1.000000
33,0.004924,"[[1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[2090],0.001813,0.006737,1.000000,1.000000
34,0.004678,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[4714],0.003884,0.008561,1.000000,1.000000
35,0.004784,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[4623],0.004026,0.008809,1.000000,1.000000
36,0.004764,"[[1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[507],0.001909,0.006673,1.000000,1.000000
37,0.005043,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[3556],0.005904,0.010947,1.000000,1.000000
38,0.005365,"[[1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[512],0.002973,0.008338,1.000000,1.000000
39,0.004942,"[[1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[310],0.001941,0.006883,1.000000,1.000000
40,0.004845,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3484],0.004498,0.009343,1.000000,1.000000
41,0.005253,"[[1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[3797],0.002048,0.007301,1.000000,1.000000
42,0.005014,"[[1.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[4230],0.005257,0.010271,1.000000,1.000000
43,0.004814,"[[1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[513],0.001991,0.006805,1.000000,1.000000
44,0.004643,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3559],0.004773,0.009416,1.000000,1.000000
45,0.005168,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3560],0.004944,0.010112,1.000000,1.000000
46,0.004670,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[4620],0.005287,0.009957,1.000000,1.000000
47,0.004423,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3558],0.005096,0.009518,1.000000,1.000000
48,0.004846,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[4709],0.005305,0.010151,1.000000,1.000000
49,0.004530,"[[1.0, 0.0, 1.0, 1.0, 1.0, 1.0]]",[3790],0.002044,0.006574,1.000000,1.000000
50,0.005597,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[4618],0.005316,0.010913,1.000000,1.000000
51,0.005730,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[4707],0.005484,0.011214,1.000000,1.000000
52,0.004766,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[4616],0.005446,0.010212,1.000000,1.000000
53,0.004858,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[4612],0.005327,0.010185,1.000000,1.000000
54,0.004612,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[4582],0.005502,0.010113,1.000000,1.000000
55,0.004751,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[4614],0.005347,0.010098,1.000000,1.000000
56,0.004917,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[4610],0.005771,0.010689,1.000000,1.000000
57,0.004908,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[228],0.005859,0.010766,1.000000,1.000000
58,0.004780,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[4608],0.005535,0.010315,1.000000,1.000000
59,0.004725,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0]]",[4699],0.006375,0.011100,1.000000,1.000000
