iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore
0,0.000380,"[[1.0, 1.0, 1.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[4108, 3145]",0.026522,0.026902,0.409639
1,0.018080,"[[0.0, 0.0, 0.0, 0.0]]",[500],0.032511,0.050591,0.441558
2,0.014923,"[[0.0, 1.0, 0.0, 1.0]]",[1879],0.028641,0.043564,0.576271
3,0.014449,"[[0.0, 0.0, 0.0, 0.0]]",[4764],0.028913,0.043362,0.465753
4,0.014648,"[[0.0, 0.0, 0.0, 0.0]]",[83],0.028885,0.043533,0.539683
5,0.015201,"[[1.0, 0.0, 0.0, 1.0]]",[2076],0.035896,0.051097,0.971429
6,0.015089,"[[0.0, 1.0, 0.0, 1.0]]",[2043],0.033206,0.048295,0.937500
7,0.014870,"[[0.0, 0.0, 1.0, 0.0]]",[1504],0.033375,0.048244,0.903226
8,0.015310,"[[0.0, 0.0, 1.0, 0.0]]",[1903],0.035782,0.051092,0.971429
9,0.015726,"[[0.0, 0.0, 0.0, 0.0]]",[1370],0.039008,0.054734,1.000000
10,0.016090,"[[0.0, 1.0, 0.0, 1.0]]",[4552],0.039152,0.055242,1.000000
11,0.018039,"[[1.0, 1.0, 0.0, 1.0]]",[3830],0.046223,0.064262,0.937500
12,0.015707,"[[0.0, 0.0, 0.0, 0.0]]",[3322],0.046199,0.061906,0.937500
13,0.015981,"[[0.0, 0.0, 0.0, 0.0]]",[3345],0.044046,0.060027,1.000000
14,0.016007,"[[1.0, 0.0, 0.0, 1.0]]",[4742],0.050195,0.066203,0.937500
15,0.016135,"[[0.0, 0.0, 0.0, 1.0]]",[3823],0.053166,0.069302,0.937500
16,0.015958,"[[0.0, 0.0, 1.0, 0.0]]",[5103],0.056787,0.072745,0.969697
17,0.016089,"[[0.0, 0.0, 1.0, 0.0]]",[3505],0.058500,0.074589,1.000000
18,0.016357,"[[1.0, 0.0, 0.0, 1.0]]",[2046],0.062195,0.078552,1.000000
19,0.016469,"[[0.0, 0.0, 0.0, 1.0]]",[1615],0.063623,0.080092,1.000000
20,0.019907,"[[0.0, 0.0, 0.0, 0.0]]",[4306],0.065985,0.085892,1.000000
21,0.016377,"[[0.0, 1.0, 0.0, 1.0]]",[4204],0.069218,0.085595,1.000000
22,0.017065,"[[0.0, 0.0, 1.0, 1.0]]",[4195],0.077712,0.094777,1.000000
23,0.017212,"[[0.0, 0.0, 0.0, 0.0]]",[4762],0.077403,0.094614,1.000000
24,0.017319,"[[0.0, 0.0, 0.0, 0.0]]",[1342],0.083435,0.100754,1.000000
25,0.016766,"[[0.0, 0.0, 0.0, 0.0]]",[649],0.090024,0.106789,1.000000
26,0.017526,"[[0.0, 0.0, 1.0, 0.0]]",[4786],0.090340,0.107865,1.000000
27,0.017362,"[[1.0, 0.0, 0.0, 1.0]]",[2070],0.109126,0.126488,1.000000
28,0.017532,"[[0.0, 0.0, 0.0, 0.0]]",[4332],0.108608,0.126140,1.000000
29,0.017749,"[[0.0, 0.0, 0.0, 0.0]]",[5614],0.106790,0.124538,1.000000
30,0.020589,"[[0.0, 1.0, 0.0, 1.0]]",[4652],0.120494,0.141083,1.000000
31,0.017614,"[[0.0, 0.0, 1.0, 1.0]]",[3832],0.124305,0.141919,1.000000
32,0.018084,"[[0.0, 0.0, 0.0, 0.0]]",[3932],0.124219,0.142302,1.000000
33,0.018030,"[[0.0, 0.0, 1.0, 0.0]]",[3879],0.127058,0.145087,1.000000
34,0.018525,"[[0.0, 0.0, 0.0, 0.0]]",[290],0.150497,0.169022,1.000000
35,0.018146,"[[0.0, 0.0, 1.0, 0.0]]",[4248],0.148946,0.167092,1.000000
36,0.018176,"[[0.0, 0.0, 0.0, 0.0]]",[3203],0.146224,0.164400,1.000000
37,0.018185,"[[0.0, 0.0, 1.0, 0.0]]",[3648],0.146772,0.164957,1.000000
38,0.018430,"[[0.0, 0.0, 0.0, 0.0]]",[3321],0.157869,0.176299,1.000000
39,0.018539,"[[0.0, 0.0, 1.0, 0.0]]",[3271],0.167106,0.185645,1.000000
40,0.025075,"[[0.0, 0.0, 1.0, 0.0]]",[3857],0.170878,0.195953,1.000000
41,0.019034,"[[0.0, 0.0, 1.0, 1.0]]",[4731],0.165043,0.184077,1.000000
42,0.019196,"[[0.0, 0.0, 1.0, 1.0]]",[984],0.187556,0.206751,1.000000
43,0.019221,"[[0.0, 0.0, 1.0, 0.0]]",[3232],0.176654,0.195874,1.000000
44,0.019266,"[[0.0, 1.0, 0.0, 1.0]]",[2161],0.203385,0.222650,1.000000
45,0.019291,"[[0.0, 0.0, 0.0, 0.0]]",[3971],0.194916,0.214207,1.000000
46,0.019489,"[[0.0, 0.0, 0.0, 0.0]]",[3105],0.202086,0.221575,1.000000
47,0.019955,"[[0.0, 0.0, 1.0, 0.0]]",[2500],0.244985,0.264940,1.000000
48,0.019373,"[[0.0, 1.0, 0.0, 1.0]]",[1108],0.202128,0.221501,1.000000
49,0.019639,"[[0.0, 0.0, 1.0, 0.0]]",[2019],0.206360,0.225998,1.000000
50,0.019239,"[[0.0, 0.0, 0.0, 0.0]]",[2907],0.212715,0.231954,1.000000
51,0.019324,"[[0.0, 0.0, 1.0, 0.0]]",[5397],0.233496,0.252821,1.000000
52,0.019323,"[[0.0, 0.0, 0.0, 0.0]]",[4325],0.245261,0.264584,1.000000
53,0.019381,"[[0.0, 0.0, 0.0, 0.0]]",[3473],0.236948,0.256330,1.000000
54,0.019437,"[[0.0, 0.0, 0.0, 0.0]]",[1486],0.246642,0.266079,1.000000
55,0.019920,"[[0.0, 0.0, 1.0, 0.0]]",[1385],0.250590,0.270510,1.000000
56,0.021661,"[[0.0, 0.0, 1.0, 1.0]]",[838],0.268124,0.289785,1.000000
57,0.020178,"[[0.0, 0.0, 0.0, 0.0]]",[4375],0.257639,0.277818,1.000000
58,0.020309,"[[0.0, 1.0, 0.0, 1.0]]",[4670],0.280503,0.300812,1.000000
59,0.019909,"[[0.0, 0.0, 0.0, 0.0]]",[353],0.283017,0.302927,1.000000
