iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore,tsm
29,0.009073,"[[0.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2629],0.001109,0.010182,1.000000,1.000000
30,0.007959,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3870],0.001268,0.009226,1.000000,1.000000
31,0.008009,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3302],0.001283,0.009292,1.000000,1.000000
32,0.008260,"[[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]]",[2622],0.001394,0.009654,1.000000,1.000000
33,0.008565,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2631],0.001236,0.009801,1.000000,1.000000
34,0.008695,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[3242],0.001248,0.009943,1.000000,1.000000
35,0.007974,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2633],0.001446,0.009420,1.000000,1.000000
36,0.008031,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2706],0.001436,0.009467,1.000000,1.000000
37,0.008370,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[3237],0.001286,0.009656,1.000000,1.000000
38,0.008726,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[646],0.001457,0.010183,1.000000,1.000000
39,0.008498,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2708],0.001471,0.009969,1.000000,1.000000
40,0.008743,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[4263],0.001475,0.010218,1.000000,1.000000
41,0.008592,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3260],0.001497,0.010089,1.000000,1.000000
42,0.008585,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[3592],0.001496,0.010081,1.000000,1.000000
43,0.008851,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2709],0.001532,0.010383,1.000000,1.000000
44,0.008843,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[633],0.002018,0.010860,1.000000,1.000000
45,0.009250,"[[1.0, 0.0, 1.0, 0.0, 1.0, 1.0]]",[4882],0.001510,0.010760,1.000000,1.000000
46,0.015457,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[975],0.003777,0.019233,1.000000,1.000000
47,0.008462,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2689],0.001628,0.010090,1.000000,1.000000
48,0.008339,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[637],0.001433,0.009772,1.000000,1.000000
49,0.008341,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2715],0.001466,0.009807,1.000000,1.000000
50,0.009654,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[1940],0.002093,0.011747,1.000000,1.000000
51,0.009774,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[2716],0.001739,0.011512,1.000000,1.000000
52,0.009716,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[635],0.001584,0.011299,1.000000,1.000000
53,0.009442,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[634],0.001814,0.011256,1.000000,1.000000
54,0.009732,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2617],0.001676,0.011408,1.000000,1.000000
55,0.009694,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[647],0.002120,0.011814,1.000000,1.000000
56,0.009704,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[5327],0.002155,0.011859,1.000000,1.000000
57,0.009768,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]]",[636],0.002017,0.011785,1.000000,1.000000
58,0.009337,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3300],0.002083,0.011420,1.000000,1.000000
59,0.010360,"[[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[974],0.001814,0.012174,1.000000,1.000000
