iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore,tsm
11,0.003454,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3230],0.001277,0.004731,1.000000,1.000000
12,0.003360,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]]",[3874],0.001283,0.004643,1.000000,1.000000
13,0.003612,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3236],0.001372,0.004983,1.000000,1.000000
14,0.003555,"[[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2635],0.001275,0.004831,1.000000,1.000000
15,0.003339,"[[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2708],0.001328,0.004666,1.000000,1.000000
16,0.003630,"[[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3249],0.001320,0.004950,1.000000,1.000000
17,0.003614,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2646],0.001561,0.005175,1.000000,1.000000
18,0.003600,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2624],0.001376,0.004975,1.000000,1.000000
19,0.003359,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2640],0.001350,0.004709,1.000000,1.000000
20,0.003553,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3871],0.001481,0.005033,1.000000,1.000000
21,0.003284,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3872],0.001472,0.004756,1.000000,1.000000
22,0.004073,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2707],0.001535,0.005609,1.000000,1.000000
23,0.003773,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2706],0.001486,0.005259,1.000000,1.000000
24,0.003736,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2689],0.001448,0.005184,1.000000,1.000000
25,0.003751,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2642],0.001440,0.005192,1.000000,1.000000
26,0.003937,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2688],0.001505,0.005442,1.000000,1.000000
27,0.003911,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2641],0.001503,0.005414,1.000000,1.000000
28,0.004030,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3229],0.001553,0.005584,1.000000,1.000000
29,0.003981,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2691],0.001574,0.005556,1.000000,1.000000
30,0.004077,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2690],0.001580,0.005657,1.000000,1.000000
31,0.004372,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3216],0.001569,0.005941,1.000000,1.000000
32,0.003987,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2693],0.001588,0.005575,1.000000,1.000000
33,0.004048,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2692],0.001599,0.005647,1.000000,1.000000
34,0.004187,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2643],0.001763,0.005950,1.000000,1.000000
35,0.004166,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2705],0.001767,0.005933,1.000000,1.000000
36,0.004048,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2704],0.001764,0.005812,1.000000,1.000000
37,0.004018,"[[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3202],0.001717,0.005735,1.000000,1.000000
38,0.004153,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2703],0.001811,0.005964,1.000000,1.000000
39,0.003999,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2644],0.001704,0.005702,1.000000,1.000000
40,0.003987,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3255],0.001636,0.005623,1.000000,1.000000
41,0.004970,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3231],0.001810,0.006780,1.000000,1.000000
42,0.004046,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3864],0.001705,0.005751,1.000000,1.000000
43,0.004500,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3234],0.002047,0.006547,1.000000,1.000000
44,0.004113,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3217],0.001746,0.005859,1.000000,1.000000
45,0.004260,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2645],0.001749,0.006009,1.000000,1.000000
46,0.004297,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2622],0.001795,0.006092,1.000000,1.000000
47,0.004265,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2701],0.002018,0.006284,1.000000,1.000000
48,0.004222,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2702],0.002597,0.006819,1.000000,1.000000
49,0.004273,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2700],0.003065,0.007338,1.000000,1.000000
50,0.004049,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3865],0.001817,0.005866,1.000000,1.000000
51,0.003919,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[3256],0.001854,0.005773,1.000000,1.000000
52,0.003998,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2648],0.001749,0.005747,1.000000,1.000000
53,0.004039,"[[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2647],0.001752,0.005791,1.000000,1.000000
54,0.004030,"[[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2630],0.002173,0.006203,1.000000,1.000000
55,0.004173,"[[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2710],0.001984,0.006157,1.000000,1.000000
56,0.004065,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]]",[3909],0.002233,0.006298,1.000000,1.000000
57,0.003975,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2695],0.001895,0.005870,1.000000,1.000000
58,0.004125,"[[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[2694],0.001882,0.006006,1.000000,1.000000
59,0.004060,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]]",[3286],0.002301,0.006360,1.000000,1.000000
