iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore,tsm
22,0.052218,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[3582],0.001461,0.053679,1.000000,1.000000
23,0.059763,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4116],0.001617,0.061380,1.000000,1.000000
24,0.055680,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[1504],0.001507,0.057188,1.000000,1.000000
25,0.057368,"[[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",[137],0.001457,0.058825,1.000000,1.000000
26,0.057894,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[2455],0.001531,0.059425,1.000000,1.000000
27,0.057584,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4098],0.001661,0.059245,1.000000,1.000000
28,0.057480,"[[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4095],0.001707,0.059186,1.000000,1.000000
29,0.057199,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[1232],0.001658,0.058857,1.000000,1.000000
30,0.057059,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4096],0.002027,0.059086,1.000000,1.000000
31,0.057347,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[4814],0.001706,0.059053,1.000000,1.000000
32,0.059349,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[3072],0.001719,0.061069,1.000000,1.000000
33,0.062147,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[1991],0.001743,0.063890,1.000000,1.000000
34,0.061804,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[3565],0.001783,0.063587,1.000000,1.000000
35,0.061962,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[2472],0.001863,0.063825,1.000000,1.000000
36,0.062443,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[4001],0.001834,0.064277,1.000000,1.000000
37,0.061998,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[1506],0.001940,0.063937,1.000000,1.000000
38,0.061874,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[2424],0.001857,0.063731,1.000000,1.000000
39,0.061995,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[5473],0.001979,0.063973,1.000000,1.000000
40,0.062211,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[3082],0.001876,0.064087,1.000000,1.000000
41,0.061843,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[2005],0.001903,0.063747,1.000000,1.000000
42,0.061649,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[2006],0.001894,0.063543,1.000000,1.000000
43,0.063533,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[2022],0.001908,0.065440,1.000000,1.000000
44,0.064067,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[2021],0.001852,0.065919,1.000000,1.000000
45,0.067061,"[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[4114],0.001940,0.069001,1.000000,1.000000
46,0.063874,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[4955],0.001978,0.065853,1.000000,1.000000
47,0.063193,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[2484],0.001971,0.065164,1.000000,1.000000
48,0.064051,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[3074],0.002000,0.066051,1.000000,1.000000
49,0.061824,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[2456],0.001940,0.063764,1.000000,1.000000
50,0.061905,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[5453],0.002085,0.063990,1.000000,1.000000
51,0.069759,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[5127],0.002016,0.071775,1.000000,1.000000
52,0.061543,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[2399],0.002071,0.063615,1.000000,1.000000
53,0.061647,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[4967],0.002082,0.063729,1.000000,1.000000
54,0.061830,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[3583],0.002098,0.063928,1.000000,1.000000
55,0.061689,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[3566],0.002103,0.063792,1.000000,1.000000
56,0.061620,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[3086],0.002120,0.063740,1.000000,1.000000
57,0.061660,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[2473],0.002143,0.063803,1.000000,1.000000
58,0.061770,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[1992],0.002078,0.063849,1.000000,1.000000
59,0.061935,"[[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]]",[1993],0.002169,0.064105,1.000000,1.000000
