iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore,tsm
0,0.000377,"[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 0.0]]","[4015, 5245]",0.022179,0.022556,0.009495,0.000000
1,0.001126,"[[1.0, 1.0, 0.0, 0.0]]",[1764],0.010045,0.011171,0.022022,0.000000
2,0.000693,"[[0.0, 0.0, 1.0, 1.0]]",[5285],0.001209,0.001902,0.033435,0.007042
3,0.002327,"[[0.0, 0.0, 1.0, 1.0]]",[3215],0.003279,0.005606,0.072131,0.011290
4,0.000573,"[[1.0, 0.0, 1.0, 0.0]]",[794],0.003510,0.004083,0.293333,0.033981
5,0.000480,"[[1.0, 0.0, 1.0, 0.0]]",[1034],0.001892,0.002372,0.550000,0.194444
6,0.000397,"[[1.0, 0.0, 1.0, 1.0]]",[5147],0.000870,0.001267,0.647059,0.291667
7,0.003056,"[[0.0, 0.0, 1.0, 1.0]]",[2135],0.000993,0.004049,1.000000,0.583333
8,0.010878,"[[1.0, 1.0, 1.0, 1.0]]",[4478],0.000841,0.011720,1.000000,0.666667
9,0.000415,"[[1.0, 1.0, 1.0, 0.0]]",[4191],0.000852,0.001267,1.000000,0.727273
10,0.008424,"[[1.0, 1.0, 1.0, 1.0]]",[4112],0.000879,0.009303,1.000000,1.000000
11,0.002040,"[[1.0, 1.0, 1.0, 0.0]]",[1677],0.000888,0.002928,1.000000,1.000000
12,0.002091,"[[1.0, 1.0, 1.0, 0.0]]",[4240],0.000888,0.002979,1.000000,1.000000
13,0.002215,"[[1.0, 1.0, 1.0, 0.0]]",[843],0.000898,0.003113,1.000000,1.000000
14,0.002145,"[[1.0, 1.0, 1.0, 0.0]]",[4492],0.000941,0.003086,1.000000,1.000000
15,0.002342,"[[1.0, 1.0, 1.0, 0.0]]",[2046],0.001019,0.003361,1.000000,1.000000
16,0.002448,"[[1.0, 1.0, 1.0, 1.0]]",[2143],0.001077,0.003526,1.000000,1.000000
17,0.002229,"[[1.0, 1.0, 1.0, 0.0]]",[4488],0.000956,0.003185,1.000000,1.000000
18,0.002291,"[[1.0, 1.0, 1.0, 0.0]]",[4116],0.000926,0.003217,1.000000,1.000000
19,0.002332,"[[1.0, 1.0, 1.0, 0.0]]",[4497],0.000985,0.003318,1.000000,1.000000
20,0.002273,"[[1.0, 1.0, 1.0, 0.0]]",[4114],0.000915,0.003188,1.000000,1.000000
21,0.002362,"[[1.0, 1.0, 1.0, 0.0]]",[1033],0.000996,0.003359,1.000000,1.000000
22,0.002350,"[[1.0, 1.0, 1.0, 0.0]]",[953],0.000951,0.003301,1.000000,1.000000
23,0.002590,"[[1.0, 1.0, 1.0, 0.0]]",[5161],0.001022,0.003612,1.000000,1.000000
24,0.002575,"[[1.0, 1.0, 1.0, 1.0]]",[4111],0.001305,0.003881,1.000000,1.000000
25,0.002734,"[[1.0, 1.0, 1.0, 0.0]]",[1035],0.001004,0.003738,1.000000,1.000000
26,0.002673,"[[0.0, 0.0, 1.0, 1.0]]",[827],0.001219,0.003892,1.000000,1.000000
27,0.002713,"[[1.0, 1.0, 1.0, 1.0]]",[2209],0.001274,0.003988,1.000000,1.000000
28,0.002617,"[[1.0, 1.0, 1.0, 0.0]]",[5227],0.001065,0.003683,1.000000,1.000000
29,0.002619,"[[1.0, 1.0, 1.0, 0.0]]",[839],0.001068,0.003686,1.000000,1.000000
30,0.002746,"[[1.0, 1.0, 1.0, 0.0]]",[2174],0.001106,0.003852,1.000000,1.000000
31,0.002620,"[[1.0, 1.0, 1.0, 1.0]]",[4013],0.001380,0.003999,1.000000,1.000000
32,0.002731,"[[1.0, 1.0, 1.0, 0.0]]",[1659],0.001118,0.003848,1.000000,1.000000
33,0.002599,"[[1.0, 1.0, 1.0, 1.0]]",[1031],0.001369,0.003968,1.000000,1.000000
34,0.002616,"[[1.0, 1.0, 1.0, 0.0]]",[4118],0.001081,0.003697,1.000000,1.000000
35,0.002735,"[[1.0, 1.0, 1.0, 1.0]]",[835],0.001393,0.004128,1.000000,1.000000
36,0.002700,"[[1.0, 1.0, 1.0, 0.0]]",[1044],0.001115,0.003815,1.000000,1.000000
37,0.002585,"[[1.0, 1.0, 1.0, 1.0]]",[4110],0.001423,0.004008,1.000000,1.000000
38,0.002556,"[[1.0, 0.0, 1.0, 1.0]]",[4477],0.001340,0.003896,1.000000,1.000000
39,0.002608,"[[1.0, 1.0, 1.0, 0.0]]",[4479],0.001127,0.003735,1.000000,1.000000
40,0.002620,"[[1.0, 1.0, 1.0, 0.0]]",[837],0.001107,0.003727,1.000000,1.000000
41,0.002652,"[[1.0, 1.0, 1.0, 0.0]]",[1654],0.001130,0.003782,1.000000,1.000000
42,0.002744,"[[1.0, 1.0, 1.0, 0.0]]",[4120],0.001167,0.003911,1.000000,1.000000
43,0.002710,"[[1.0, 1.0, 1.0, 0.0]]",[4484],0.001142,0.003852,1.000000,1.000000
44,0.002585,"[[1.0, 1.0, 1.0, 1.0]]",[1652],0.001557,0.004142,1.000000,1.000000
45,0.002649,"[[1.0, 1.0, 1.0, 0.0]]",[2145],0.001167,0.003816,1.000000,1.000000
46,0.002720,"[[1.0, 1.0, 1.0, 0.0]]",[2216],0.001180,0.003900,1.000000,1.000000
47,0.002617,"[[0.0, 0.0, 1.0, 1.0]]",[828],0.001507,0.004124,1.000000,1.000000
48,0.002631,"[[1.0, 1.0, 1.0, 0.0]]",[5237],0.001217,0.003848,1.000000,1.000000
49,0.002566,"[[1.0, 1.0, 1.0, 0.0]]",[2211],0.001187,0.003753,1.000000,1.000000
50,0.002643,"[[1.0, 1.0, 1.0, 0.0]]",[5165],0.001241,0.003884,1.000000,1.000000
51,0.002743,"[[1.0, 1.0, 1.0, 0.0]]",[1656],0.001263,0.004006,1.000000,1.000000
52,0.002749,"[[1.0, 0.0, 1.0, 1.0]]",[4481],0.001725,0.004474,1.000000,1.000000
53,0.002547,"[[1.0, 0.0, 1.0, 1.0]]",[1651],0.001588,0.004135,1.000000,1.000000
54,0.002640,"[[1.0, 1.0, 1.0, 0.0]]",[4499],0.001360,0.004000,1.000000,1.000000
55,0.002584,"[[1.0, 0.0, 1.0, 1.0]]",[5150],0.001658,0.004242,1.000000,1.000000
56,0.002608,"[[0.0, 0.0, 1.0, 1.0]]",[2136],0.001622,0.004230,1.000000,1.000000
57,0.002716,"[[1.0, 1.0, 1.0, 0.0]]",[5255],0.001364,0.004079,1.000000,1.000000
58,0.002568,"[[1.0, 1.0, 1.0, 0.0]]",[5253],0.001355,0.003923,1.000000,1.000000
59,0.002606,"[[1.0, 1.0, 1.0, 0.0]]",[1046],0.001410,0.004016,1.000000,1.000000
