iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore
0,0.000375,"[1.0, 0.0]","[1729, 4352]",0.000374,0.000748,0.017210
1,0.002107,[0.0],[3322],0.000362,0.002469,0.020057
2,0.002561,[0.0],[1412],0.000350,0.002911,0.020057
3,0.002988,[0.0],[3978],0.000745,0.003733,0.025998
4,0.003725,[0.0],[4216],0.000377,0.004102,0.031355
5,0.002758,[0.0],[1187],0.000349,0.003107,0.039660
6,0.002749,[0.0],[833],0.000370,0.003119,0.054054
7,0.002600,[0.0],[2219],0.000331,0.002931,0.068966
8,0.002703,[0.0],[4627],0.000357,0.003060,0.094915
9,0.002597,[0.0],[1757],0.000405,0.003002,0.105660
10,0.003904,[0.0],[4522],0.000476,0.004381,0.172840
11,0.002909,[1.0],[2312],0.000356,0.003265,0.054422
12,0.003119,[0.0],[1125],0.000360,0.003479,0.128655
13,0.003840,[0.0],[1821],0.000428,0.004268,0.177215
14,0.002914,[0.0],[982],0.000395,0.003309,0.204380
15,0.002686,[0.0],[5163],0.000344,0.003031,0.329114
16,0.002821,[0.0],[1653],0.000375,0.003195,0.323529
17,0.002654,[0.0],[2209],0.000420,0.003074,0.293333
18,0.002687,[0.0],[4193],0.000349,0.003036,0.185567
19,0.002826,[0.0],[1114],0.000392,0.003219,0.400000
20,0.003180,[0.0],[1701],0.000538,0.003718,0.551724
21,0.003485,[0.0],[1116],0.001122,0.004607,0.322581
22,0.002822,[0.0],[1730],0.000379,0.003201,0.200000
23,0.003185,[0.0],[5255],0.000364,0.003550,0.333333
24,0.003504,[0.0],[1697],0.000391,0.003895,0.416667
25,0.003015,[1.0],[1734],0.000427,0.003441,0.480000
26,0.003660,[1.0],[1818],0.000585,0.004246,0.363636
27,0.004242,[0.0],[1822],0.000799,0.005042,0.484848
28,0.003572,[0.0],[1763],0.000844,0.004416,0.516129
29,0.003557,[0.0],[1731],0.000477,0.004033,0.434783
30,0.003418,[1.0],[1733],0.000380,0.003798,0.516129
31,0.003581,[0.0],[1117],0.000544,0.004125,0.480000
32,0.004630,[1.0],[1112],0.000507,0.005137,0.466667
33,0.003570,[0.0],[2313],0.000456,0.004026,0.600000
34,0.003677,[0.0],[1825],0.000453,0.004130,0.600000
35,0.003818,[0.0],[1826],0.000703,0.004521,0.352941
36,0.004823,[0.0],[4191],0.001118,0.005942,0.352941
37,0.004033,[1.0],[1817],0.000413,0.004446,0.526316
38,0.003706,[1.0],[1188],0.000500,0.004206,0.526316
39,0.003779,[0.0],[1695],0.000381,0.004160,0.526316
40,0.004533,[0.0],[1189],0.000471,0.005004,0.526316
41,0.004940,[0.0],[1745],0.000439,0.005378,0.526316
42,0.004499,[0.0],[1746],0.000455,0.004954,0.352941
43,0.003980,[0.0],[1113],0.000615,0.004595,0.352941
44,0.004359,[0.0],[1843],0.000640,0.004999,0.352941
45,0.005197,[0.0],[1819],0.000474,0.005671,0.352941
46,0.004068,[0.0],[4597],0.000415,0.004482,0.352941
47,0.004551,[0.0],[1844],0.000437,0.004988,0.352941
48,0.004142,[0.0],[1827],0.000689,0.004832,0.352941
49,0.004922,[0.0],[5253],0.000467,0.005389,0.352941
50,0.004270,[0.0],[1128],0.000477,0.004746,0.352941
51,0.003890,[0.0],[1129],0.000488,0.004378,0.352941
52,0.004120,[0.0],[1190],0.000434,0.004554,0.352941
53,0.005158,[0.0],[1699],0.000578,0.005736,0.352941
54,0.004800,[0.0],[1700],0.000641,0.005441,0.352941
55,0.003938,[0.0],[4222],0.000532,0.004470,0.352941
56,0.003994,[0.0],[1196],0.000678,0.004672,0.352941
57,0.005047,[1.0],[4686],0.000485,0.005532,0.352941
58,0.004592,[0.0],[5228],0.000461,0.005052,0.352941
59,0.003977,[0.0],[5233],0.000431,0.004408,0.352941
