iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore,tsm
17,0.003141,"[[1.0, 0.0, 1.0, 0.0]]",[3882],0.001021,0.004162,1.000000,1.000000
18,0.003250,"[[1.0, 0.0, 1.0, 0.0]]",[3899],0.000962,0.004212,1.000000,1.000000
19,0.003146,"[[1.0, 0.0, 1.0, 0.0]]",[3910],0.000982,0.004128,1.000000,1.000000
20,0.003220,"[[1.0, 0.0, 1.0, 0.0]]",[3248],0.000991,0.004211,1.000000,1.000000
21,0.003207,"[[1.0, 0.0, 1.0, 0.0]]",[3255],0.001090,0.004297,1.000000,1.000000
22,0.003277,"[[1.0, 0.0, 1.0, 0.0]]",[3901],0.001119,0.004396,1.000000,1.000000
23,0.003248,"[[1.0, 0.0, 1.0, 0.0]]",[2616],0.000989,0.004237,1.000000,1.000000
24,0.003229,"[[1.0, 0.0, 1.0, 0.0]]",[2622],0.001069,0.004298,1.000000,1.000000
25,0.003283,"[[1.0, 0.0, 1.0, 0.0]]",[3883],0.001003,0.004286,1.000000,1.000000
26,0.003335,"[[1.0, 0.0, 1.0, 0.0]]",[3912],0.001059,0.004394,1.000000,1.000000
27,0.003172,"[[1.0, 0.0, 1.0, 0.0]]",[3256],0.001071,0.004242,1.000000,1.000000
28,0.003862,"[[1.0, 0.0, 1.0, 0.0]]",[3249],0.001095,0.004957,1.000000,1.000000
29,0.003188,"[[1.0, 0.0, 1.0, 0.0]]",[3900],0.001075,0.004263,1.000000,1.000000
30,0.003186,"[[1.0, 0.0, 1.0, 0.0]]",[3307],0.001037,0.004223,1.000000,1.000000
31,0.003316,"[[1.0, 0.0, 1.0, 0.0]]",[2617],0.001158,0.004473,1.000000,1.000000
32,0.003262,"[[1.0, 0.0, 1.0, 0.0]]",[3903],0.001209,0.004471,1.000000,1.000000
33,0.003269,"[[1.0, 0.0, 1.0, 0.0]]",[3911],0.001078,0.004347,1.000000,1.000000
34,0.003220,"[[1.0, 0.0, 1.0, 0.0]]",[3244],0.001121,0.004341,1.000000,1.000000
35,0.003185,"[[1.0, 0.0, 1.0, 0.0]]",[3914],0.001116,0.004301,1.000000,1.000000
36,0.003114,"[[1.0, 0.0, 1.0, 0.0]]",[3902],0.001163,0.004277,1.000000,1.000000
37,0.003160,"[[1.0, 0.0, 1.0, 0.0]]",[3245],0.001115,0.004275,1.000000,1.000000
38,0.003218,"[[1.0, 0.0, 1.0, 0.0]]",[2624],0.001191,0.004409,1.000000,1.000000
39,0.003149,"[[1.0, 0.0, 1.0, 0.0]]",[2723],0.001103,0.004252,1.000000,1.000000
40,0.003216,"[[1.0, 0.0, 1.0, 0.0]]",[2731],0.001113,0.004329,1.000000,1.000000
41,0.003148,"[[1.0, 0.0, 1.0, 0.0]]",[3864],0.001128,0.004276,1.000000,1.000000
42,0.003212,"[[1.0, 0.0, 1.0, 0.0]]",[3871],0.001175,0.004387,1.000000,1.000000
43,0.003946,"[[1.0, 0.0, 1.0, 0.0]]",[3205],0.001188,0.005134,1.000000,1.000000
44,0.003652,"[[1.0, 0.0, 1.0, 0.0]]",[3313],0.001190,0.004842,1.000000,1.000000
45,0.003241,"[[1.0, 0.0, 1.0, 0.0]]",[3913],0.001146,0.004387,1.000000,1.000000
46,0.003502,"[[1.0, 0.0, 1.0, 0.0]]",[3865],0.001182,0.004684,1.000000,1.000000
47,0.003328,"[[1.0, 0.0, 1.0, 0.0]]",[3250],0.001201,0.004529,1.000000,1.000000
48,0.003270,"[[1.0, 0.0, 1.0, 0.0]]",[3308],0.001214,0.004484,1.000000,1.000000
49,0.003290,"[[1.0, 0.0, 1.0, 0.0]]",[2640],0.001178,0.004468,1.000000,1.000000
50,0.003515,"[[1.0, 0.0, 1.0, 0.0]]",[3872],0.001226,0.004741,1.000000,1.000000
51,0.003556,"[[1.0, 0.0, 1.0, 0.0]]",[3884],0.001305,0.004861,1.000000,1.000000
52,0.003407,"[[1.0, 0.0, 1.0, 0.0]]",[3904],0.002335,0.005741,1.000000,1.000000
53,0.003148,"[[1.0, 0.0, 1.0, 0.0]]",[3905],0.001307,0.004456,1.000000,1.000000
54,0.003162,"[[1.0, 0.0, 1.0, 0.0]]",[2632],0.001156,0.004318,1.000000,1.000000
55,0.003354,"[[1.0, 0.0, 1.0, 0.0]]",[1527],0.001195,0.004550,1.000000,1.000000
56,0.003302,"[[1.0, 0.0, 1.0, 0.0]]",[1518],0.001491,0.004793,1.000000,1.000000
57,0.003144,"[[1.0, 0.0, 1.0, 0.0]]",[3915],0.001588,0.004732,1.000000,1.000000
58,0.003253,"[[1.0, 0.0, 1.0, 0.0]]",[3916],0.001477,0.004730,1.000000,1.000000
59,0.003358,"[[1.0, 0.0, 1.0, 0.0]]",[3216],0.001645,0.005004,1.000000,1.000000
