iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore
0,0.000374,"[1.0, 0.0]","[1113, 2651]",0.156969,0.157343,0.028648
1,0.001842,[0.0],[3378],0.155972,0.157814,0.041885
2,0.001457,[0.0],[4724],0.179453,0.180911,0.083333
3,0.002747,[0.0],[5244],0.156905,0.159652,0.116279
4,0.001377,[0.0],[1624],0.163969,0.165347,0.288462
5,0.002192,[0.0],[5212],0.158803,0.160995,0.306122
6,0.001456,[0.0],[2210],0.160385,0.161841,0.306122
7,0.002324,[0.0],[1749],0.167420,0.169744,0.306122
8,0.003064,[0.0],[1229],0.182958,0.186022,0.400000
9,0.001498,[0.0],[1203],0.172586,0.174083,0.541667
10,0.001719,[0.0],[1212],0.168884,0.170603,0.466667
11,0.001509,[0.0],[1033],0.173549,0.175058,0.294118
12,0.001852,[0.0],[1661],0.175621,0.177473,0.533333
13,0.001633,[0.0],[5266],0.200083,0.201716,0.620690
14,0.001872,[1.0],[1662],0.180158,0.182030,0.620690
15,0.002806,[1.0],[2315],0.194067,0.196873,0.823529
16,0.001871,[1.0],[1199],0.189105,0.190976,0.777778
17,0.002589,[0.0],[2323],0.190376,0.192965,0.800000
18,0.004531,[1.0],[5262],0.224366,0.228898,0.857143
19,0.001788,[0.0],[2322],0.199577,0.201366,0.857143
20,0.001879,[0.0],[4704],0.206027,0.207906,0.857143
21,0.002825,[0.0],[5250],0.223092,0.225918,0.857143
22,0.002775,[1.0],[1675],0.251280,0.254055,0.857143
23,0.001983,[0.0],[5246],0.231330,0.233313,0.857143
24,0.002094,[0.0],[1654],0.240379,0.242473,0.857143
25,0.002540,[0.0],[5254],0.252543,0.255082,0.857143
26,0.003183,[0.0],[1620],0.242788,0.245972,0.857143
27,0.002183,[0.0],[3596],0.223057,0.225240,0.857143
28,0.002203,[0.0],[1845],0.238925,0.241128,0.857143
29,0.002421,[0.0],[1471],0.282025,0.284446,0.857143
30,0.002903,[0.0],[4412],0.267924,0.270828,0.857143
31,0.003617,[0.0],[541],0.276173,0.279790,0.857143
32,0.002606,[0.0],[5267],0.296988,0.299594,0.857143
33,0.002460,[0.0],[688],0.313586,0.316047,0.857143
34,0.002621,[0.0],[1117],0.289419,0.292040,0.857143
35,0.003162,[1.0],[5260],0.339348,0.342510,0.888889
36,0.002438,[0.0],[5248],0.369646,0.372084,0.888889
37,0.003267,[0.0],[4479],0.370401,0.373668,0.888889
38,0.002633,[0.0],[1971],0.384734,0.387367,0.888889
39,0.002578,[0.0],[1688],0.411336,0.413913,0.888889
40,0.004013,[0.0],[2302],0.408596,0.412609,0.888889
41,0.004783,[0.0],[4705],0.408320,0.413103,0.888889
42,0.005050,[0.0],[4488],0.406571,0.411621,0.888889
43,0.002795,[0.0],[2904],0.429178,0.431974,0.888889
44,0.002971,[0.0],[5210],0.420064,0.423034,0.888889
45,0.004081,[0.0],[11],0.444868,0.448949,0.888889
46,0.003370,[0.0],[3656],0.442749,0.446120,0.888889
47,0.003451,[0.0],[5053],0.464917,0.468368,0.888889
48,0.004222,[0.0],[185],0.488880,0.493102,0.888889
49,0.004007,[0.0],[4191],0.459890,0.463897,0.888889
50,0.004200,[0.0],[5051],0.506413,0.510613,0.888889
51,0.003328,[0.0],[4946],0.480836,0.484164,0.888889
52,0.005024,[0.0],[4895],0.536836,0.541860,0.888889
53,0.003244,[0.0],[1966],0.491481,0.494725,0.888889
54,0.003970,[0.0],[5263],0.556100,0.560070,0.888889
55,0.003395,[0.0],[5315],0.634255,0.637650,0.888889
56,0.003680,[0.0],[4861],0.544912,0.548592,0.888889
57,0.003418,[0.0],[3528],0.580163,0.583581,0.888889
58,0.003637,[0.0],[5240],0.559176,0.562812,0.888889
59,0.003408,[0.0],[4499],0.578622,0.582029,0.888889
