iter,get_next_time,labels,labeled_indexes,fit_time,iter_time,fscore,tsm
0,0.000607,"[[1.0, 1.0, 1.0, 1.0, 1.0], [1.0, 0.0, 0.0, 0.0, 1.0]]","[2554, 1064]",0.077941,0.078548,0.153191,0.000000
1,0.005067,"[[1.0, 0.0, 1.0, 1.0, 0.0]]",[1365],0.028345,0.033412,0.428571,0.000000
2,0.004052,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[807],0.021236,0.025287,0.413793,0.000453
3,0.001897,"[[0.0, 1.0, 0.0, 1.0, 1.0]]",[2409],0.025612,0.027509,0.413793,0.001253
4,0.005067,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[1454],0.017180,0.022247,0.562500,0.006266
5,0.001764,"[[0.0, 1.0, 1.0, 0.0, 1.0]]",[3788],0.021848,0.023613,0.562500,0.014006
6,0.001117,"[[0.0, 1.0, 1.0, 1.0, 0.0]]",[5099],0.010086,0.011203,0.837209,0.028818
7,0.012036,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[4158],0.004401,0.016437,0.837209,0.036810
8,0.000877,"[[0.0, 0.0, 0.0, 1.0, 1.0]]",[2594],0.004312,0.005189,0.837209,0.039604
9,0.007025,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[3261],0.004073,0.011098,0.837209,0.060606
10,0.011687,"[[1.0, 0.0, 1.0, 1.0, 1.0]]",[3269],0.003875,0.015562,0.923077,0.064748
11,0.000898,"[[1.0, 0.0, 1.0, 1.0, 1.0]]",[3264],0.004342,0.005239,0.972973,0.066667
12,0.000830,"[[1.0, 0.0, 1.0, 1.0, 1.0]]",[2557],0.003813,0.004643,1.000000,0.067925
13,0.000845,"[[1.0, 1.0, 0.0, 1.0, 1.0]]",[4734],0.004184,0.005028,1.000000,0.087379
14,0.000783,"[[1.0, 1.0, 0.0, 1.0, 1.0]]",[2604],0.004566,0.005349,1.000000,0.418605
15,0.023241,"[[1.0, 1.0, 0.0, 1.0, 1.0]]",[1302],0.002002,0.025243,1.000000,0.750000
16,0.006315,"[[0.0, 1.0, 0.0, 1.0, 1.0]]",[3631],0.001416,0.007731,1.000000,1.000000
17,0.005377,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[2564],0.001598,0.006975,1.000000,1.000000
18,0.005445,"[[1.0, 0.0, 1.0, 1.0, 1.0]]",[2567],0.002529,0.007974,1.000000,1.000000
19,0.005801,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[2556],0.001636,0.007437,1.000000,1.000000
20,0.006342,"[[1.0, 0.0, 1.0, 1.0, 1.0]]",[2565],0.001579,0.007921,1.000000,1.000000
21,0.006412,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[5085],0.001426,0.007837,1.000000,1.000000
22,0.006867,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[3267],0.001843,0.008710,1.000000,1.000000
23,0.006712,"[[0.0, 1.0, 1.0, 1.0, 1.0]]",[5083],0.001483,0.008196,1.000000,1.000000
24,0.007337,"[[1.0, 1.0, 0.0, 1.0, 1.0]]",[1618],0.001945,0.009282,1.000000,1.000000
25,0.007828,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[3262],0.001971,0.009799,1.000000,1.000000
26,0.007703,"[[1.0, 1.0, 1.0, 1.0, 1.0]]",[3263],0.001931,0.009634,1.000000,1.000000
